"Month #","White Player #","Black Player #","Score"
1,2981,7038,0.5
1,3010,2165,0.5
1,3010,5429,1
1,3031,6261,0
1,3035,3041,0.5
1,3035,8388,0.5
1,3039,6778,0.5
1,3041,5429,0.5
1,3041,7112,0
1,3076,418,0.5
1,3076,6268,1
1,3076,7321,1
1,3144,1837,0.5
1,3144,4218,0.5
1,3144,7087,0
1,3246,1779,1
1,3246,1932,0
1,3246,3349,0.5
1,3246,4086,0.5
1,3246,5473,1
1,3246,5552,1
1,3349,1932,0
1,3349,4346,0.5
1,3349,5403,1
1,3353,898,0.5
1,3353,8267,0
1,3362,4346,0.5
1,3377,7416,0
1,3404,4214,0
1,3404,4218,0.5
1,3404,7087,0.5
1,3416,4779,0.5
1,3416,8210,0
1,3487,2748,0
1,3487,3010,0
1,3487,7248,0
1,3488,2847,1
1,3488,4092,0.5
1,3488,4857,0.5
1,3507,2847,0
1,3507,3488,1
1,3518,898,0
1,3518,5960,0.5
1,3614,6934,0
1,3628,8549,0.5
1,3687,5470,0
1,3698,8415,0
1,3744,3853,0.5
1,3744,5602,0.5
1,3744,7765,0.5
1,3785,3039,1
1,3785,5950,1
1,3785,7357,0
1,3853,3246,0
1,3853,4923,0
1,3853,5552,0
1,3909,898,1
1,3909,2609,0.5
1,3912,3931,0
1,3912,6212,0.5
1,3931,4430,1
1,3931,5018,1
1,3963,3853,1
1,3963,6848,1
1,4045,4092,1
1,4045,4857,0.5
1,4050,1135,0.5
1,4073,6850,0.5
1,4074,3488,0
1,4074,3507,0
1,4074,4045,1
1,4082,1033,0.5
1,4082,2962,1
1,4082,4176,0.5
1,4082,4329,1
1,4082,7189,1
1,4082,8388,0.5
1,4086,1815,0.5
1,4086,7357,0
1,4092,2959,1
1,4092,3507,0.5
1,4092,4074,1
1,4116,1246,0.5
1,4116,5097,0.5
1,4116,7321,1
1,4126,6217,0
1,4176,2165,1
1,4176,7248,1
1,4194,559,1
1,4194,1594,0.5
1,4214,952,0.5
1,4214,4218,0.5
1,4214,7087,0
1,4218,952,1
1,4218,1837,0.5
1,4218,6007,0
1,4222,2420,0
1,4329,751,1
1,4329,8120,0.5
1,4346,1164,0.5
1,4346,1815,0.5
1,4401,6219,0
1,4431,3041,0
1,4431,7717,1
1,4455,5470,0
1,4455,8341,0
1,4540,3487,0.5
1,4560,370,0
1,4560,7248,0
1,4560,7503,0
1,4562,699,0
1,4602,1281,0.5
1,4602,6914,0
1,4607,2748,0.5
1,4607,2962,0
1,4694,1322,1
1,4694,7503,1
1,4723,1408,1
1,4723,5031,0.5
1,4734,971,0.5
1,4734,7416,1
1,4779,6305,1
1,4779,6346,0.5
1,4779,7461,0.5
1,4779,8210,0.5
1,4857,2847,0
1,4857,3507,1
1,4857,4092,0.5
1,4893,5282,0
1,4893,6054,0
1,4899,1091,1
1,4899,2028,1
1,4899,5731,0
1,4899,6914,0.5
1,4923,1135,1
1,4923,6217,1
1,4923,6850,0
1,5018,870,0
1,5018,1164,0.5
1,5018,7362,1
1,5031,2981,1
1,5031,7038,1
1,5057,4723,0
1,5089,3909,0
1,5090,898,0
1,5097,1455,0.5
1,5097,3076,0
1,5097,5104,0.5
1,5097,5575,1
1,5097,7375,1
1,5104,1455,0.5
1,5104,3076,0.5
1,5104,5575,1
1,5104,6268,1
1,5187,6305,0.5
1,5187,8152,0.5
1,5254,7106,1
1,5254,8325,1
1,5310,3377,0
1,5310,4401,1
1,5310,6219,1
1,5403,4086,1
1,5403,4346,0.5
1,5403,6202,1
1,5403,6631,0
1,5403,6697,0.5
1,5429,2095,0
1,5429,7831,0.5
1,5429,8170,0
1,5435,2434,0
1,5435,5681,0
1,5473,1779,0
1,5473,3377,1
1,5473,5018,0.5
1,5473,8334,1
1,5575,73,0.5
1,5575,1455,0
1,5575,4116,1
1,5575,6268,0
1,5575,7375,1
1,5577,748,0
1,5577,7364,0.5
1,5602,7354,1
1,5638,1135,0.5
1,5638,2938,1
1,5681,3912,0
1,5681,8267,0.5
1,5731,5018,0
1,5731,7765,1
1,5919,8083,0.5
1,5930,948,1
1,5940,793,0
1,5940,7023,0.5
1,5942,1535,1
1,5942,1768,1
1,5942,5930,1
1,5950,2108,1
1,5950,5277,1
1,5950,5310,1
1,5950,5403,0
1,5955,559,1
1,5955,2938,0.5
1,5955,6346,0.5
1,5960,3909,1
1,5960,5187,1
1,5960,5602,0.5
1,5960,6697,1
1,6007,952,0.5
1,6007,1837,0
1,6007,4214,1
1,6008,3246,0.5
1,6008,5602,0
1,6029,2332,0
1,6029,6808,0
1,6029,7849,0.5
1,6038,753,0.5
1,6038,4073,1
1,6038,8553,0.5
1,6054,559,1
1,6054,1594,0
1,6054,6962,0
1,6059,6993,0
1,6089,7765,1
1,6119,2652,1
1,6119,6589,0
1,6171,2938,0.5
1,6202,3349,0
1,6202,4346,0.5
1,6212,2433,1
1,6212,5919,1
1,6212,6463,0.5
1,6217,1135,0
1,6217,6631,0
1,6219,5950,0.5
1,6239,559,0.5
1,6239,6962,0.5
1,6268,73,0.5
1,6268,418,0.5
1,6268,1246,0.5
1,6268,5097,0
1,6268,7321,1
1,6270,2108,0.5
1,6270,2215,1
1,6346,2028,1
1,6346,2938,0.5
1,6346,5473,0.5
1,6463,3358,1
1,6463,5942,1
1,6463,6008,1
1,6463,6038,1
1,6589,96,1
1,6631,4050,1
1,6631,5018,0.5
1,6631,6697,0
1,6697,748,1
1,6697,3349,0
1,6697,4899,0
1,6778,3377,0.5
1,6778,3785,1
1,6778,6914,1
1,6794,4126,0
1,6808,3416,1
1,6808,3744,0.5
1,6808,7354,0.5
1,6848,8355,0.5
1,6850,971,1
1,6850,4194,0.5
1,6850,5955,0.5
1,6850,6054,0.5
1,6910,793,0
1,6910,3487,1
1,6910,7503,0.5
1,6914,527,1
1,6914,3744,0
1,6914,7641,0.5
1,6920,2095,0
1,6920,5655,1
1,6934,6084,1
1,6934,7591,1
1,6962,3416,1
1,6962,4194,0.5
1,6962,4734,0
1,6991,6914,0.5
1,6991,7641,0.5
1,6993,1932,0.5
1,7001,7106,1
1,7023,1347,0
1,7023,7112,0
1,7023,7831,0.5
1,7038,1408,1
1,7038,2451,0.5
1,7038,4723,0
1,7038,7582,1
1,7042,7591,1
1,7087,4218,1
1,7087,6007,0.5
1,7112,3035,0.5
1,7112,4176,1
1,7112,8388,0.5
1,7139,96,0
1,7189,5940,1
1,7192,2283,0
1,7192,6910,0.5
1,7192,7023,0
1,7192,8120,0.5
1,7248,1033,0.5
1,7248,5429,1
1,7248,5940,0
1,7269,3744,0
1,7307,5090,0
1,7321,5104,0.5
1,7321,5575,1
1,7321,7375,0
1,7354,3569,0
1,7354,6631,1
1,7362,7269,0.5
1,7362,7849,1
1,7364,4779,0.5
1,7364,6697,1
1,7364,7447,1
1,7364,8287,0
1,7364,8553,1
1,7375,5104,0.5
1,7375,6268,0.5
1,7403,748,0
1,7403,753,0.5
1,7403,3744,0
1,7403,5960,0.5
1,7416,5018,0.5
1,7416,5638,0
1,7416,8152,0.5
1,7434,1860,0
1,7434,6920,0
1,7434,7192,0.5
1,7447,559,0
1,7447,5187,0.5
1,7461,971,1
1,7461,1481,0.5
1,7461,6962,0.5
1,7461,8121,0.5
1,7463,3349,0
1,7503,3487,0
1,7503,7717,1
1,7582,4723,1
1,7591,3039,0.5
1,7641,6778,0
1,7715,8059,0.5
1,7717,1322,0
1,7717,5655,0.5
1,7765,7416,0.5
1,7765,8152,0
1,7802,3010,0.5
1,7802,8170,0.5
1,7831,4694,1
1,7831,5940,1
1,7831,7717,0.5
1,7831,8120,0
1,7831,8375,0
1,7849,870,0
1,7948,3377,0.5
1,7948,3416,1
1,7948,4779,0.5
1,7948,7591,1
1,7948,7765,0.5
1,8059,158,0.5
1,8059,7715,1
1,8082,6270,0
1,8083,2867,0.5
1,8083,5282,1
1,8086,2605,0
1,8092,876,0.5
1,8120,751,1
1,8120,4694,0.5
1,8121,753,1
1,8121,5955,0.5
1,8152,1594,1
1,8152,3377,1
1,8152,8072,1
1,8170,2095,0.5
1,8170,2748,0.5
1,8170,7831,0.5
1,8177,5282,0.5
1,8177,5731,1
1,8177,5950,0.5
1,8177,7948,0.5
1,8210,5955,0.5
1,8210,6038,0.5
1,8267,4764,1
1,8287,971,1
1,8287,8553,1
1,8324,4455,0.5
1,8325,5277,0
1,8325,6934,0
1,8375,1703,0.5
1,8375,1860,1
1,8375,2684,0.5
1,8388,793,0
1,8388,6920,1
1,8411,6791,0.5
1,8553,3416,1
1,8553,5403,0.5
1,8553,5577,0.5
1,8553,5614,0.5
1,8571,4969,0.5
1,8571,6029,1
1,8571,6633,1
2,5,2548,0
2,5,4854,0
2,5,7849,0
2,5,8045,1
2,143,4286,0.5
2,143,7053,0.5
2,213,3980,0.5
2,213,4071,0
2,213,5345,0
2,277,4954,1
2,285,2988,0
2,285,3979,1
2,285,6187,0.5
2,344,3983,0.5
2,344,7087,0.5
2,410,1785,0.5
2,410,4585,0
2,428,5,1
2,428,2919,1
2,428,7414,1
2,428,7849,1
2,454,3362,0
2,672,5254,0
2,883,1837,0
2,883,4214,0.5
2,883,5057,0.5
2,893,454,1
2,893,3995,0.5
2,1020,143,1
2,1020,4286,0.5
2,1020,7053,1
2,1033,1481,0.5
2,1033,3035,0
2,1033,4634,0
2,1033,6147,0.5
2,1033,8435,0.5
2,1076,277,0.5
2,1076,3097,1
2,1076,3655,0.5
2,1076,4379,1
2,1408,3983,1
2,1481,3474,1
2,1481,4037,0.5
2,1496,1033,1
2,1496,3035,0
2,1496,4037,0
2,1496,6035,0.5
2,1496,8435,0.5
2,1563,143,1
2,1563,7053,0.5
2,1657,2182,0
2,1768,1020,1
2,1768,3060,1
2,1785,410,0.5
2,1799,213,0.5
2,1799,2182,0.5
2,1799,3309,0.5
2,1799,3980,0.5
2,1799,4045,0
2,1799,4071,0.5
2,1799,5345,0.5
2,1837,2513,0.5
2,1837,4948,0.5
2,2182,213,0.5
2,2182,4045,0
2,2182,4071,1
2,2182,5345,0.5
2,2379,893,0
2,2379,3995,0.5
2,2379,7971,1
2,2513,883,0.5
2,2513,2846,0.5
2,2513,4948,0.5
2,2513,5057,1
2,2548,428,0.5
2,2548,2919,0
2,2548,6117,0.5
2,2548,7414,0.5
2,2623,285,1
2,2623,3979,0.5
2,2623,5428,1
2,2623,6187,1
2,2693,4585,0.5
2,2693,4703,0
2,2846,4214,0.5
2,2846,4948,1
2,2919,5,0.5
2,2919,5272,0.5
2,2919,6117,0.5
2,2919,7849,0.5
2,2988,4585,0.5
2,2988,8618,0.5
2,2988,8627,1
2,3035,1481,0.5
2,3035,4634,0.5
2,3035,6147,1
2,3047,1033,0
2,3047,1496,0.5
2,3047,3474,0.5
2,3047,6035,0.5
2,3060,143,0.5
2,3060,1020,0
2,3060,1563,0.5
2,3097,277,0.5
2,3097,3655,0
2,3097,5295,0.5
2,3097,8097,0.5
2,3144,344,1
2,3144,1408,0
2,3225,672,0
2,3225,5254,0
2,3225,7186,0.5
2,3309,2182,0.5
2,3309,4071,0
2,3309,5345,1
2,3309,7441,1
2,3362,893,0.5
2,3362,7453,1
2,3362,7971,0.5
2,3474,3035,0
2,3474,4634,0
2,3474,6035,1
2,3474,6147,0.5
2,3474,8435,0.5
2,3572,3144,0.5
2,3572,6347,0.5
2,3572,7087,1
2,3655,5295,0.5
2,3682,344,0.5
2,3682,1408,1
2,3682,3572,0
2,3979,2988,0
2,3979,4585,0
2,3979,6187,1
2,3980,1657,0.5
2,3980,4071,1
2,3980,5345,0.5
2,3983,3144,0
2,3983,3682,0.5
2,3983,7087,0.5
2,3995,454,0.5
2,3995,3362,0
2,4037,1033,1
2,4037,3035,1
2,4037,3047,1
2,4045,213,0.5
2,4045,1657,1
2,4045,4071,0
2,4045,5345,0.5
2,4138,1020,0.5
2,4138,1563,0.5
2,4138,1768,0.5
2,4138,3060,1
2,4214,1837,1
2,4286,3060,0.5
2,4286,4138,1
2,4379,3097,0.5
2,4379,3655,1
2,4585,285,0.5
2,4585,410,0.5
2,4585,2623,0.5
2,4585,2693,1
2,4585,4703,1
2,4585,7038,1
2,4634,1481,1
2,4634,4037,0.5
2,4703,2693,1
2,4703,4585,1
2,4854,2548,0.5
2,4854,7414,1
2,4854,8045,0
2,4948,883,0
2,4948,4214,1
2,4948,5057,0.5
2,4954,1076,0
2,4954,3097,0
2,4954,4379,1
2,5057,1837,1
2,5254,5847,1
2,5254,7901,1
2,5272,5,1
2,5272,428,0.5
2,5272,4854,1
2,5272,6117,0.5
2,5295,1076,0.5
2,5295,4954,0.5
2,5428,2988,0
2,5428,4585,1
2,5428,6187,1
2,5428,8627,0
2,5847,672,0
2,5847,3225,0.5
2,5847,6867,0.5
2,5847,7186,0.5
2,6035,1033,0.5
2,6035,3035,0.5
2,6035,4037,0
2,6035,6147,1
2,6035,8435,0
2,6117,5,1
2,6117,428,0.5
2,6117,7849,0.5
2,6117,8045,1
2,6147,3047,0
2,6147,4037,0
2,6187,2988,0.5
2,6187,4585,0
2,6347,344,0.5
2,6347,1408,0.5
2,6867,3225,0.5
2,6867,5254,0
2,6867,7901,0
2,7038,285,0.5
2,7038,2623,0.5
2,7038,3979,1
2,7038,5428,1
2,7053,4138,1
2,7053,4286,0.5
2,7087,1408,1
2,7087,3144,0.5
2,7087,3682,1
2,7186,5254,0.5
2,7186,6867,1
2,7186,8318,0.5
2,7414,5,1
2,7414,5272,0.5
2,7441,1932,1
2,7453,454,0
2,7453,893,1
2,7453,3995,1
2,7849,4854,0
2,7849,7414,1
2,7849,8045,1
2,7901,672,0.5
2,7901,3225,0.5
2,7971,893,0.5
2,7971,3995,0.5
2,7971,7453,0.5
2,8045,428,1
2,8045,2548,0.5
2,8045,2919,0
2,8097,1076,0.5
2,8097,4379,0.5
2,8097,4954,0.5
2,8097,5295,0.5
2,8318,3225,0
2,8435,1481,0.5
2,8435,3047,0
2,8435,6147,0.5
2,8618,285,0.5
2,8618,2623,1
2,8618,5428,0.5
2,8618,7038,0.5
2,8627,285,1
2,8627,4585,1
3,54,4317,0.5
3,56,5289,1
3,56,7416,0
3,64,7955,1
3,64,8347,1
3,111,414,0
3,111,5675,0.5
3,113,7664,0
3,140,2599,0.5
3,140,7722,0.5
3,166,405,1
3,166,4512,0.5
3,187,4719,0.5
3,187,5614,1
3,187,8349,0.5
3,199,3678,0
3,199,6931,1
3,232,2797,0.5
3,232,7473,0
3,254,7518,0.5
3,277,2623,0
3,277,6548,0.5
3,313,6125,1
3,313,6734,1
3,405,2215,0
3,405,2532,1
3,405,4218,0.5
3,405,5057,1
3,405,7087,0
3,414,918,0.5
3,414,4484,1
3,414,5675,0.5
3,454,1146,1
3,454,1155,0.5
3,454,8238,0.5
3,488,6,1
3,488,3861,0.5
3,488,8150,0
3,491,3861,0.5
3,536,6211,1
3,559,2642,0
3,559,5419,0.5
3,559,6589,0.5
3,559,6934,0.5
3,559,7593,1
3,559,8353,0
3,672,6867,0.5
3,672,7049,0.5
3,675,3463,0
3,675,7119,0.5
3,675,7938,1
3,690,8175,0.5
3,714,5342,0.5
3,714,6706,0.5
3,714,7366,0
3,726,4583,0.5
3,726,4900,0
3,769,7867,0.5
3,769,8603,0.5
3,772,2404,1
3,772,2510,0.5
3,772,2912,0
3,772,3669,1
3,782,690,0.5
3,782,876,0
3,782,6754,1
3,782,8072,1
3,799,232,0.5
3,799,6589,0.5
3,799,7664,0
3,876,690,0
3,876,1503,1
3,876,8175,1
3,898,2986,0
3,898,3902,0.5
3,918,2548,1
3,918,4484,1
3,1029,3213,1
3,1029,7416,1
3,1029,8388,0
3,1037,64,0.5
3,1037,3155,1
3,1037,5412,1
3,1037,7955,1
3,1045,1373,1
3,1045,1880,0.5
3,1045,4719,0.5
3,1045,7412,0.5
3,1045,7518,1
3,1057,1512,0.5
3,1057,3330,1
3,1057,3837,0.5
3,1095,7411,0.5
3,1098,187,0.5
3,1098,1045,1
3,1098,1397,0.5
3,1098,3591,0.5
3,1098,4719,1
3,1098,7741,1
3,1142,1768,0
3,1142,3479,1
3,1142,4037,0
3,1142,4432,0
3,1142,4850,0
3,1142,5919,0
3,1142,7228,0
3,1146,1155,0
3,1146,8238,0.5
3,1155,3048,0.5
3,1155,5156,1
3,1187,1481,0.5
3,1187,2536,0.5
3,1286,5627,1
3,1286,7416,0.5
3,1286,8553,1
3,1297,6589,0
3,1298,5356,1
3,1302,5914,0
3,1323,2536,0
3,1323,6332,0.5
3,1331,2957,0
3,1373,1098,0.5
3,1373,1459,0.5
3,1373,5614,0.5
3,1373,6346,0
3,1373,6881,0.5
3,1373,7412,0.5
3,1374,1512,0.5
3,1374,2345,0.5
3,1397,2416,0.5
3,1397,3805,0.5
3,1397,7741,0.5
3,1397,7965,1
3,1455,254,1
3,1455,1095,0.5
3,1455,3404,1
3,1455,5097,0.5
3,1455,7375,0.5
3,1455,7411,0.5
3,1459,2809,0.5
3,1459,3085,0.5
3,1459,3591,0.5
3,1459,4679,0.5
3,1462,1765,1
3,1473,559,0
3,1473,6589,0.5
3,1481,1757,0.5
3,1481,3787,1
3,1481,8095,1
3,1492,2326,0.5
3,1492,5090,1
3,1492,5598,0
3,1503,782,0
3,1503,6754,1
3,1512,7650,0
3,1545,2326,0.5
3,1545,6303,1
3,1545,7796,0.5
3,1620,54,0
3,1620,2165,0
3,1620,4757,0
3,1620,6388,0
3,1671,8150,0.5
3,1691,8456,1
3,1700,1545,0
3,1748,3997,0.5
3,1748,7479,1
3,1757,1187,0
3,1757,3920,0.5
3,1765,3760,1
3,1768,3479,0.5
3,1768,4850,1
3,1768,5919,0.5
3,1768,7228,0.5
3,1785,1254,1
3,1799,4842,0.5
3,1799,7968,1
3,1852,3516,0.5
3,1852,7496,0.5
3,1855,2962,0.5
3,1855,7134,0.5
3,1860,2957,0.5
3,1860,6920,1
3,1880,1455,0.5
3,1880,7518,0.5
3,2006,4321,1
3,2027,3268,0.5
3,2027,4288,0.5
3,2027,6332,0.5
3,2027,7134,0.5
3,2032,3213,0.5
3,2032,5598,0
3,2038,454,0.5
3,2038,5318,1
3,2038,8238,0.5
3,2089,2797,1
3,2089,6288,0.5
3,2089,8115,1
3,2131,769,0
3,2144,1481,0.5
3,2144,5960,1
3,2165,726,0
3,2165,4583,1
3,2176,5571,0.5
3,2213,3575,0
3,2215,3819,0.5
3,2215,4512,0.5
3,2215,6181,1
3,2215,7087,1
3,2283,1860,1
3,2283,2576,1
3,2283,2684,0.5
3,2283,8375,1
3,2295,672,1
3,2295,5774,0.5
3,2295,7049,1
3,2326,6303,1
3,2345,3591,0
3,2345,6346,0.5
3,2345,7965,0.5
3,2379,7453,1
3,2404,316,0
3,2404,2510,0.5
3,2404,2585,0
3,2404,2912,0
3,2416,1045,0
3,2416,1374,1
3,2416,3591,1
3,2416,4679,0.5
3,2433,3981,0.5
3,2436,3404,1
3,2436,7375,0
3,2436,7411,0.5
3,2510,316,0.5
3,2510,2585,0.5
3,2510,5333,0
3,2513,3819,0
3,2513,4218,0
3,2513,4512,0.5
3,2532,2215,0
3,2532,2513,0
3,2532,3819,1
3,2532,4218,0
3,2536,4288,0
3,2536,8095,1
3,2548,414,0.5
3,2548,6125,0.5
3,2548,6734,0.5
3,2576,2957,0
3,2576,4176,1
3,2576,8347,0
3,2585,772,0.5
3,2585,5333,0.5
3,2601,5774,1
3,2601,6867,0.5
3,2609,4585,1
3,2642,5470,1
3,2642,6589,0.5
3,2683,1098,0.5
3,2683,8605,0.5
3,2684,2957,0.5
3,2684,6920,0.5
3,2748,1860,0.5
3,2748,2283,1
3,2748,4329,0
3,2762,5282,0
3,2762,7416,0
3,2782,2213,0
3,2793,1142,0.5
3,2793,3479,0
3,2793,4037,0
3,2793,7228,0
3,2797,940,0
3,2798,7925,0.5
3,2809,1374,1
3,2809,6346,0
3,2867,7796,0
3,2869,1799,0.5
3,2869,4842,0.5
3,2869,7968,0
3,2912,316,1
3,2912,2510,0
3,2912,2585,0
3,2912,3669,0.5
3,2912,5333,0.5
3,2930,3213,0.5
3,2930,5627,0
3,2957,2748,1
3,2957,4176,0.5
3,2957,4329,0.5
3,2957,6920,1
3,2957,8347,0.5
3,2962,4583,0.5
3,2962,6671,0
3,2986,451,0.5
3,2986,4331,0.5
3,2986,8059,0.5
3,2988,2798,0.5
3,3048,454,0.5
3,3048,2038,1
3,3048,5156,0.5
3,3058,1700,0
3,3085,1098,0
3,3085,1512,0.5
3,3097,3140,1
3,3117,2683,0.5
3,3117,8605,0.5
3,3155,4283,1
3,3213,1700,0
3,3213,2420,0.5
3,3268,3787,0
3,3268,5801,0.5
3,3268,6049,1
3,3268,6671,0.5
3,3268,8002,0.5
3,3268,8148,1
3,3278,5419,0.5
3,3278,6589,1
3,3278,6934,0
3,3278,7593,1
3,3278,8353,0.5
3,3289,1297,1
3,3289,3268,1
3,3330,1512,0
3,3330,3837,0
3,3330,6239,0.5
3,3404,5097,1
3,3404,7411,0
3,3463,1748,0
3,3463,6155,0
3,3479,4432,1
3,3479,5617,0
3,3479,5919,0
3,3479,7228,0
3,3516,5085,0.5
3,3554,675,0.5
3,3554,7631,0
3,3575,5801,0
3,3591,5050,0
3,3591,6944,0.5
3,3591,7965,1
3,3664,4047,0
3,3678,5623,1
3,3678,6993,0.5
3,3678,8318,0
3,3760,1462,0.5
3,3760,2379,0
3,3760,5848,0
3,3787,1187,0
3,3787,1757,0
3,3787,3920,0.5
3,3787,5412,0.5
3,3787,7134,0
3,3805,2683,0.5
3,3805,8605,0.5
3,3819,166,0
3,3819,405,1
3,3819,4512,0
3,3837,6239,1
3,3837,8028,0.5
3,3861,6,0
3,3902,2762,1
3,3902,2986,0
3,3902,4331,0.5
3,3902,7953,0.5
3,3902,8059,0
3,3902,8388,0.5
3,3909,690,0.5
3,3909,876,1
3,3909,8175,1
3,3920,1187,0
3,3920,2536,0.5
3,3931,1089,0
3,3931,5342,0
3,3931,7366,1
3,3931,8469,1
3,3990,1142,0.5
3,3990,1768,1
3,3990,2793,1
3,3995,313,0.5
3,3995,918,0
3,3997,3463,0
3,3997,3554,1
3,4037,1768,0.5
3,4037,4432,1
3,4037,4850,1
3,4037,5617,0.5
3,4037,5919,0.5
3,4037,7228,1
3,4047,6270,0
3,4082,2165,1
3,4082,4757,1
3,4082,4900,0.5
3,4082,7479,1
3,4176,1860,0.5
3,4176,2283,0.5
3,4176,2684,0
3,4176,8375,0.5
3,4192,232,0
3,4218,166,0.5
3,4218,2215,0.5
3,4218,7087,0.5
3,4283,64,0.5
3,4283,2144,1
3,4283,5433,0.5
3,4283,7107,0
3,4288,1323,1
3,4288,3575,1
3,4288,6915,1
3,4321,3981,0.5
3,4329,2283,0.5
3,4329,2576,0.5
3,4329,8347,0.5
3,4329,8375,1
3,4331,451,0.5
3,4331,898,0
3,4331,2930,1
3,4331,7796,1
3,4432,2793,0.5
3,4432,3990,0
3,4432,4850,0.5
3,4432,5617,0.5
3,4484,2548,0.5
3,4495,1057,0.5
3,4495,1512,1
3,4512,405,0
3,4512,2532,0.5
3,4512,5057,0
3,4512,6181,0.5
3,4585,4691,0
3,4639,7389,0
3,4679,1098,0.5
3,4679,1373,0.5
3,4679,2345,1
3,4679,8349,0.5
3,4691,7038,1
3,4719,5614,0.5
3,4719,6944,0.5
3,4755,8103,0.5
3,4757,1331,1
3,4757,7300,1
3,4757,8214,0.5
3,4766,1852,0
3,4766,5151,0.5
3,4771,3097,0
3,4842,6578,1
3,4850,3479,1
3,4850,5919,1
3,4850,7228,0.5
3,4883,6288,0.5
3,4900,2165,1
3,5050,4679,0.5
3,5050,7412,0.5
3,5050,7559,0.5
3,5050,7650,0
3,5057,166,0.5
3,5057,2513,0
3,5057,3819,1
3,5085,1331,0
3,5085,2957,0.5
3,5090,3902,0.5
3,5090,5289,1
3,5097,2436,0.5
3,5097,8139,0.5
3,5101,536,0
3,5101,672,0.5
3,5101,6867,0
3,5101,7049,0
3,5107,56,0
3,5151,1331,0.5
3,5151,8214,0
3,5156,1146,0.5
3,5156,2038,0
3,5156,8238,0.5
3,5282,5356,1
3,5289,8388,0
3,5295,6187,0.5
3,5318,454,0
3,5318,1155,1
3,5333,772,1
3,5333,2404,1
3,5333,3669,0
3,5342,7366,1
3,5342,8469,1
3,5347,8150,0
3,5356,7228,0
3,5379,1247,0.5
3,5379,1744,1
3,5412,1481,0.5
3,5412,2144,0.5
3,5412,4283,0.5
3,5412,5456,0.5
3,5412,8388,1
3,5419,2642,0.5
