Player ID,Player Name,Top Rating
5009,"Hansen, Sune Berg",2568
7948,"Komarov, Dimitri",2568
4532,"Le, Quang Liem",2568
8435,"Xie, Jun",2568
6123,"Yudasin, Leonid",2568
7955,"Chernyshov, Konstantin",2567
5627,"Hillarp Persson, Tiger",2567
8016,"Jones, Gawain C B",2567
187,"Kurajica, Bojan",2567
7375,"Nguyen, Anh Dung",2567
4609,"Prusikin, Michael",2567
2362,"Quezada Perez, Yuniesky",2567
4162,"Rodriguez Vila, Andres",2567
4283,"Dyachkov, Sergej",2566
3909,"Gormally, Daniel W",2566
7650,"Hulak, Krunoslav",2566
791,"Alterman, Boris",2565
1455,"Horvath, Csaba",2565
2271,"Iljin, Artem",2565
5170,"Jakubiec, Artur",2565
7628,"Kosyrev, Vladimir",2565
7890,"Markos, Jan",2565
2867,"Oral, Tomas",2565
3591,"Gabriel, Christian",2564
6709,"Finegold, Benjamin",2563
6346,"Gallagher, Joseph G.",2563
7676,"Lie, Kjetil A.",2563
699,"Nogueiras Santiago, Jesus",2563
6429,"Schandorff, Lars",2563
658,"Gopal, G.N.",2562
7496,"Magerramov, Elmar",2562
7717,"Najdoski, Toni",2562
5072,"Shomoev, Anton",2562
3409,"Amin, Bassem",2561
3045,"Pushkov, Nikolai",2561
2839,"Vasquez Schroeder, Rodrigo",2561
5380,"Ernst, Sipke",2560
2979,"Flores, Diego",2560
6778,"Hebden, Mark L",2560
4246,"Liang, Chong",2560
481,"Rabiega, Robert",2560
4004,"Romero Holmes, Alfonso",2560
6089,"Stefanova, Antoaneta",2560
3289,"Vaulin, Alexander",2560
2112,"Zhou, Weiqi",2560
5187,"Godena, Michele",2559
6801,"Schmaltz, Roland",2559
6537,"Gharamian, Tigran",2558
6589,"Ionov, Sergey",2558
1235,"Maslak, Konstantin",2558
4045,"Velimirovic, Dragoljub",2558
1799,"Drasko, Milan",2557
3648,"Dzhumaev, Marat",2557
3990,"Gdanski, Jacek",2557
408,"Jovanovic, Zoran",2557
1203,"Mirumian, Vigen",2557
6096,"Popovic, Dusan",2557
2576,"Rahman, Ziaur",2557
6798,"Torre, Eugenio",2557
7761,"Gonzalez Zamora, Juan Carlos",2556
956,"Zhigalko, Andrey",2556
1932,"Apicella, Manuel",2555
5297,"Beim, Valery",2555
3944,"Horvath, Adam",2555
4779,"Kallai, Gabor",2555
8150,"Shneider, Aleksandr",2555
1533,"Smikovski, Ivan",2555
1570,"Kryakvin, Dmitry",2554
7092,"Steingrimsson, Hedinn",2554
3439,"Frolyanov, Dmitry",2553
1100,"Polak, Tomas",2553
5415,"Vazquez Igarza, Renier",2553
3744,"De La Riva Aguado, Oscar",2552
8341,"Dgebuadze, Alexandre",2552
6670,"Motwani, Paul",2552
4208,"Perelshteyn, Eugene",2552
6119,"Sulava, Nenad",2552
4329,"Yurtaev, Leonid",2552
4381,"Blagojevic, Dragisa",2551
5950,"Kosten, Anthony C.",2551
4307,"Strikovic, Aleksa",2551
614,"Barsov, Alexei",2550
943,"Cebalo, Miso",2550
6239,"Doettling, Fabian",2550
536,"Fish, Gennadij",2550
6324,"Li, Shilong",2550
5995,"Campora, Daniel H.",2549
2230,"Gonzalez Garcia, Jose",2549
4955,"Hou, Yifan",2549
5919,"Jaracz, Pawel",2549
2605,"Lalic, Bogdan",2549
5983,"Jankovic, Alojzije",2548
5051,"Khamrakulov, Dzhurabek",2548
2332,"Rotstein, Arkadij",2548
2297,"Zhu, Chen",2548
3590,"Zifroni, Dov",2548
780,"Chandler, Murray G",2547
872,"Galliamova, Alisa",2547
1305,"Gutman, Lev",2547
4753,"Romanov, Evgeny",2547
3254,"Andriasian, Zaven",2546
1768,"Blehm, Pawel",2546
4419,"Cvek, Robert",2546
4495,"Hort, Vlastimil",2546
4646,"Kindermann, Stefan",2546
5884,"Magai, Vladimir",2546
8177,"Narciso Dublan, Marc",2546
7787,"Palo, Davor",2546
1703,"Vakhidov, Tahir",2546
5011,"Voitsekhovsky, Stanislav",2546
4570,"Votava, Jan",2546
6573,"Aveskulov, Valeriy",2545
4694,"Mirzoev, Azer",2545
2847,"Pikula, Dejan",2545
2395,"Bluvshtein, Mark",2544
6110,"Bunzmann, Dimitrij",2544
5435,"Haba, Petr",2544
6208,"Hera, Imre Jr.",2544
4033,"Matamoros Franco, Carlos S.",2544
5425,"Petrik, Tomas",2544
220,"Djukic, Nikola",2543
4399,"Galego, Luis",2543
1545,"Gretarsson, Helgi Ass",2543
5108,"Kosashvili, Yona",2543
6926,"Mastrovasilis, Athanasios",2543
1563,"Mista, Aleksander",2543
3798,"Vasiukov, Evgeni",2543
2849,"Winants, Luc",2543
3942,"Dzindzichashvili, Roman",2542
799,"Khasin, Alexander",2542
1211,"San Segundo Carrillo, Pablo",2542
5140,"Savic, Miodrag R",2542
4116,"Yu, Shaoteng",2542
4824,"Bagheri, Amir",2541
295,"Braun, Arik",2541
1874,"Gasanov, Eldar",2541
1219,"Saric, Ibro",2541
6538,"Sumets, Andrey",2541
4379,"Yagupov, Igor",2541
5315,"Feller, Sebastien",2540
5209,"Rogic, Davor",2540
1357,"So, Wesley",2540
8528,"Tahirov, Farhad",2540
5886,"Tischbierek, Raj",2540
6602,"Wedberg, Tom",2540
6261,"Zagrebelny, Sergey",2540
748,"Cramling, Pia",2539
6054,"Hauchard, Arnaud",2539
5675,"Lazic, Miroljub",2539
690,"Pert, Nicholas",2539
1,"Kunin, Vitaly",2538
2956,"Negi, Parimarjan",2538
6040,"Nikolaidis, Ioannis",2538
2716,"Novikov, Maxim",2538
4664,"Safin, Shukhrat",2538
3657,"Charnushevich, Aliaksei",2537
3824,"Emms, John M",2537
4819,"Gritsak, Orest",2537
3413,"Guliev, Sarhan",2537
5136,"Perez Candelario, Manuel",2537
4254,"Suba, Mihai",2537
7482,"Tihonov, Jurij",2537
6125,"Lazarev, Vladimir",2536
3920,"Nikolenko, Oleg",2536
1149,"Sprenger, Jan Michael",2536
8175,"Aagaard, Jacob",2535
941,"Aroshidze, Levan",2535
6815,"Bernasek, Jan",2535
6008,"Bezold, Michael",2535
975,"Kanep, Meelis",2535
5412,"Makarov, Marat",2535
2252,"Paunovic, Dragan",2535
2402,"Zarnicki, Pablo",2535
598,"Cabrera, Alexis",2534
1880,"Farago, Ivan",2534
3915,"Iturrizaga, Eduardo",2534
6336,"King, Daniel J",2534
7577,"Kosteniuk, Alexandra",2534
4422,"Feygin, Michael",2533
3155,"Iskusnyh, Sergei",2533
4982,"Kalinitschew, Sergey",2533
7165,"Kravtsiv, Martyn",2533
4288,"Poluljahov, Aleksandr",2533
4185,"Gazarian, Aram",2532
595,"Georgiev, Krum",2532
2006,"Grigore, George-Gabriel",2532
5002,"Kabanov, Nikolai",2532
3377,"Prie, Eric",2532
6451,"Shanava, Konstantine",2532
5608,"Bryzgalin, Kirill",2531
720,"Geller, Jakov",2531
3705,"Iotov, Valentin",2531
7709,"Milanovic, Danilo",2531
2420,"Olafsson, Helgi",2531
8097,"Badea, Bela",2530
2180,"Franco Ocampos, Zenon",2530
7925,"Manolache, Marius",2530
8349,"Nedev, Trajko",2530
5683,"Potapov, Alexander",2530
4973,"Ragger, Markus",2530
4628,"Almeida Quintana, Omar",2529
4776,"Appel, Ralf",2529
8210,"Magem Badals, Jordi",2529
5221,"Panarin, Mikhail",2529
1718,"Plaskett, H James",2529
4375,"Stanojoski, Zvonko",2529
3268,"Vokarev, Sergey",2529
4457,"Abbasov, Farid",2528
4562,"Abergel, Thal",2528
639,"Howell, David W L",2528
1757,"Nevostrujev, Vladimir",2528
559,"Solozhenkin, Evgeniy",2528
6191,"Yandemirov, Valeri",2528
7475,"Anisimov, Pavel",2527
6671,"Arkhipov, Sergey",2527
8603,"Cela, Altin",2527
5602,"Flear, Glenn C",2527
6472,"Jeremic, Veljko",2527
8233,"Lutsko, Igor",2527
7587,"Nanu, Ciprian-Costica",2527
7366,"Firman, Nazar",2526
7306,"Jirovsky, Milos",2526
2938,"Marciano, David",2526
3309,"Marjanovic, Slavoljub",2526
3386,"Sevillano, Enrico",2526
418,"Wang, Rui",2526
4088,"Kovalyov, Anton",2525
3882,"Maiorov, Nikita",2525
5042,"Enders, Peter",2524
7458,"Johansen, Darryl K.",2524
3728,"Kantsler, Boris",2524
4515,"Rakhmanov, Aleksandr",2524
3521,"Safarli, Eltaj",2524
2512,"Totsky, Leonid",2524
2773,"Tukhaev, Adam",2524
3818,"Bojkov, Dejan",2523
2173,"Davies, Nigel R",2523
557,"Inkiov, Ventzislav",2523
5993,"Mueller, Karsten",2523
8052,"Nalbandian, Tigran",2523
2884,"Rashkovsky, Nukhim N",2523
6556,"Borisek, Jure",2522
7776,"Rajkovic, Dusan",2522
1136,"Saltaev, Mihail",2522
3574,"Tyomkin, Dimitri",2522
2841,"Voloshin, Leonid",2522
782,"Ward, Chris G",2522
7364,"Arkell, Keith C",2521
7538,"Askarov, Marat",2521
2171,"Bagaturov, Giorgi",2521
5866,"Gupta, Abhijeet",2521
8592,"Janev, Evgeni",2521
7118,"Jansa, Vlastimil",2521
7362,"Sebag, Marie",2521
1888,"Grivas, Efstratios",2520
6790,"Gruenfeld, Yehuda",2520
7069,"Klimov, Sergey",2520
1925,"Radulski, Julian",2520
3380,"Summerscale, Aaron P",2520
2182,"Antic, Dejan",2519
1288,"Bachmann, Axel",2519
5877,"Fishbein, Alexander",2519
2091,"Gomez Esteban, Juan Mario",2519
7242,"Pridorozhni, Aleksei",2519
4071,"Tosic, Miroslav",2519
753,"Turner, Matthew J",2519
3717,"Cordova, Emilio",2518
8288,"Flumbort, Andras",2518
7076,"Krakops, Maris",2518
6104,"Medvegy, Zoltan",2518
2175,"Ninov, Nikolai",2518
8212,"Zablotsky, Sergei",2518
5623,"Zubarev, Alexander",2518
5690,"Giaccio, Alfredo",2517
7234,"Hasangatin, Ramil",2517
2238,"Pogorelov, Ruslan",2517
6341,"Polzin, Rainer",2517
6171,"Renet, Olivier",2517
1855,"Bagirov, Rufat",2516
8044,"Comas Fabrego, Lluis",2516
4734,"Moreno Carnero, Javier",2516
6609,"Prokopchuk, Evgeny",2516
18,"Skatchkov, Pavel",2516
4144,"Visser, Yge",2516
1025,"Vukic, Milan",2516
8321,"Zinchenko, Yaroslav",2516
7040,"Agamaliev, Gamil",2515
7065,"Karpatchev, Aleksandr",2515
6634,"Kreiman, Boris",2515
180,"Matikozian, Andranik",2515
3997,"Shinkevich, Vitaly",2515
5324,"Smejkal, Jan",2515
5896,"Tu, Hoang Thong",2515
603,"Berescu, Alin",2514
6018,"Carlsson, Pontus",2514
4822,"Galdunts, Sergey",2514
2463,"Ginsburg, Gennadij",2514
7805,"Khruschiov, Alexey",2514
1683,"Likavsky, Tomas",2514
2626,"Topalovic, Zlatko",2514
5299,"Bindrich, Falko",2513
1673,"Danin, Alexandre",2513
3463,"Eliseev, Alexei",2513
657,"Knaak, Rainer",2513
6530,"Kononenko, Dmitry",2513
6710,"Lau, Ralf",2513
1469,"Meister, Jakob",2513
7186,"Mikhaletz, Lubomir",2513
3246,"Relange, Eloi",2513
2625,"Sokolin, Leonid M",2513
1045,"Zaja, Ivan",2513
4286,"Antoniewski, Rafal",2512
4216,"Fercec, Nenad",2512
664,"Gavrilov, Alexei",2512
204,"Ivanovic, Bozidar",2512
150,"Kalinin, Alexander",2512
7778,"Kekelidze, Mikheil",2512
3186,"Schenk, Andreas",2512
4785,"Sorin, Ariel",2512
7411,"Tolnai, Tibor",2512
5802,"Zambrana, Oswaldo",2512
2196,"De Vreugt, Dennis",2511
840,"Bachin, Vitaly",2510
3699,"Czakon, Jakub",2510
4872,"Dzhakaev, Dzhakay",2510
6406,"Genov, Petar",2510
512,"Gozzoli, Yannick",2510
5905,"Kalegin, Evgenij",2510
6458,"Kraai, Jesse",2510
660,"Liang, Jinrong",2510
2574,"Naumkin, Igor",2510
5812,"Nechepurenko, Roman V.",2510
2798,"Negulescu, Adrian",2510
3622,"Pedersen, Nicolai Vesterbaek",2510
2959,"Popchev, Milko",2510
7746,"Rasmussen, Allan Stig",2510
260,"Stojanovic, Dalibor",2510
8597,"Tadic, Branko",2510
1826,"Zulfugarli, Magomed",2510
2555,"Cherniaev, Alexander",2509
4047,"Dumitrache, Dragos-Nicolae",2509
1099,"Filippov, Anton",2509
1321,"Gonda, Laszlo",2509
5926,"Grigoryan, Avetik",2509
7391,"Kiselev, Vitaliy",2509
5617,"Kuczynski, Robert",2509
515,"Lanka, Zigurds",2509
4990,"Leventic, Ivan",2509
538,"Lunev, Andrey",2509
6463,"Murey, Jacob",2509
2059,"Tseitlin, Mark D",2509
3474,"Wang, Lei",2509
6055,"Xu, Yuhua",2509
5870,"Fluvia Poyatos, Jordi",2508
4138,"Jakubowski, Krzysztof",2508
7869,"Korobkov, Piotr",2508
973,"Laylo, Darwin",2508
4815,"Norwood, David R",2508
5865,"Nosenko, Alexander",2508
6738,"Ghane, Shojaat",2507
1610,"Ibrayev, Nurlan",2507
3001,"Khatanbaatar, Bazar",2507
5955,"Koch, Jean-Rene",2507
4898,"Sanchez, Joseph",2507
5311,"Szabo, Krisztian",2507
8320,"Tratar, Marko",2507
2027,"Tunik, Gennady",2507
873,"Wen, Yang",2507
2990,"Wong, Meng-Kong",2507
1178,"Belkhodja, Slim",2506
2434,"Handke, Florian",2506
5763,"Ostenstad, Berge",2506
6848,"Podzielny, Karl-Heinz",2506
102,"Prohaszka, Peter",2506
885,"Ramesh, R.B.",2506
4876,"Bromberger, Stefan",2505
321,"Chernov, Vadim",2505
2782,"Gutov, Andrey",2505
6170,"Juswanto, Denny",2505
6339,"Saric, Ante",2505
638,"Socko, Monika",2505
8324,"Zilberman, Yaacov",2505
1144,"Ajrapetjan, Yuriy",2504
1615,"Alavkin, Arseny",2504
1500,"Arsovic, Goran",2504
870,"Chabanon, Jean-Luc",2504
1548,"Del Rio De Angelis, Salvador G.",2504
5083,"Gubajdullin, Alexei",2504
4413,"Jacimovic, Dragoljub",2504
4946,"Kelly, Brian",2504
8477,"Mahjoob, Morteza",2504
6721,"Markovic, Ivan J",2504
277,"Mateuta, Gabriel",2504
5207,"Rohde, Michael A",2504
6147,"Wang, Pin",2504
3085,"Ekstroem, Roland",2503
7939,"Holzke, Frank",2503
5210,"Horvath, Peter",2503
652,"Bokros, Albert",2502
6811,"Gurevich, Vladimir",2502
7473,"Ivanov, Victor L",2502
1273,"Manor, Ilan",2502
4700,"Sebenik, Matej",2502
6155,"Skorchenko, Dmitriy",2502
6150,"Slipak, Sergio",2502
413,"Ushenina, ANna",2502
6864,"Boros, Denes",2501
1963,"Hall, Jesper",2501
5697,"Liss, Eran",2501
4410,"Polgar, Sofia",2501
8162,"Salgado Lopez, Ivan",2501
8447,"Simacek, Pavel",2501
3362,"Skripchenko, Almira",2501
3777,"Dimakiling, Oliver",2500
8216,"Ioseliani, Nana",2500
3070,"Nikolov, Momchil",2500
2442,"Saric, Ivan",2500
3785,"Anic, Darko",2499
7719,"Martinez, Lelys",2499
8355,"Okhotnik, Vladimir",2499
3681,"Ponkratov, Pavel",2499
3912,"Shaw, John",2499
6373,"Valerga, Diego",2499
8326,"Zakharevich, Igor",2499
4290,"Adla, Diego",2498
4723,"Antal, Gergely",2498
7816,"Henrichs, Thomas",2498
7559,"Mohr, Georg",2498
8311,"Pap, Misa",2498
36,"Rizouk, Aimen",2498
8475,"Blechzin, Igor",2497
1252,"Petukhov, Valery",2497
1020,"Szelag, Marcin",2497
4432,"Urban, Klaudiusz",2497
7758,"Ermenkov, Evgenij",2496
6881,"Forster, Richard",2496
6858,"Gutman, Gennadi",2496
7498,"Solovjov, Sergey I.",2496
746,"Stern, Rene",2496
1835,"Zabotin, Alexander",2496
4488,"Chadaev, Nikolai",2495
2103,"Leon Hoyos, Manuel",2495
5191,"Meduna, Eduard",2495
6891,"Reinaldo Castineira, Roi",2495
4435,"Ruan, Lufei",2495
7145,"Seel, Christian",2495
7802,"Sundararajan, Kidambi",2495
4015,"Abreu Delgado, Aryam",2494
5295,"Ardelean, George-Catalin",2494
902,"Herraiz Hidalgo, Herminio",2494
1823,"Novik, Maxim",2494
1773,"Onischuk, Vladimir",2494
109,"Rodriguez Vargas, Orestes",2494
1473,"Sivokho, Sergey",2494
5560,"Stangl, Markus",2494
6920,"Thipsay, Praveen M",2494
207,"Wan, Yunguo",2494
5270,"Colovic, Aleksandar",2493
6268,Hoang Thanh Trang,2493
4777,"Ibarra Jerez, Jose Carlos",2493
1006,"Lukacs, Peter",2493
450,"Zagorskis, Darius",2493
125,"Al Sayed, Mohamad N.",2492
8244,"Ismagambetov, Anuar",2492
6059,"Klovans, Janis",2492
6951,"Mihajlovskij, Sergei",2492
8095,"Nikitin, Andrey",2492
8206,"Pakleza, Zbigniew",2492
3582,"Petrov, Marijan",2492
4610,"Petrushin, Alexander I",2492
6693,"Porper, Edward",2492
2696,"Sanduleac, Vasile",2492
6390,"Shvartz, Myroslav",2492
8035,"Sjugirov, Sanan",2492
8080,"Tarlev, Konstantin",2492
2750,"Tisdall, Jonathan D",2492
6454,"Arbakov, Valentin",2491
4607,"Bakre, Tejas",2491
3565,"Banusz, Tamas",2491
4276,"Chekhov, Valery A",2491
8111,"Demchenko, Anton",2491
2084,"Djuric, Stefan",2491
7279,"Gross, David",2491
3516,"Sharif, Mehrshad",2491
2487,"Tirard, Hugo",2491
3965,"Zhao, Zong-Yuan",2491
5914,"Andreev, Eduard",2490
7416,"Bricard, Emmanuel",2490
6679,"Neelotpal, Das",2490
3330,"Siebrecht, Sebastian",2490
591,"Simantsev, Mikhail",2490
2663,"Volke, Karsten",2490
1230,"Brunello, Sabino",2489
7667,"Cuijpers, Frans Andre",2489
3297,"Gongora Reyes, Maikel",2489
5007,"Ivanov, Igor V",2489
4068,"Klima, Lukas",2489
6439,"Papp, Gabor",2489
1033,"Qin, Kanying",2489
