Month #,Player #,# Games,Total Score,Leaderboard
101,1757,1,0.5,Private
101,1779,1,0.5,Public
101,1799,10,5,Private
101,1811,8,4.5,Private
101,1814,4,3,Private
101,1835,4,1.5,Private
101,1837,1,0,Public
101,1844,1,0,Private
101,1848,4,1.5,Public
101,1852,4,2,Private
101,1863,3,1.5,Public
101,1870,3,0.5,Public
101,1874,3,2,Private
101,1880,1,0,Private
101,1884,4,2.5,Private
101,1888,7,3,Public
101,1900,1,0,Private
101,1903,10,7,Private
101,1913,7,5,Private
101,1925,2,2,Private
101,1944,6,3,Public
101,1951,2,1,Private
101,1961,7,3,Private
101,1972,2,1.5,Public
101,1982,2,0.5,Private
101,2027,3,1.5,Private
101,2033,2,1.5,Private
101,2042,13,5.5,Private
101,2059,5,2.5,Private
101,2064,1,0.5,Private
101,2076,2,1.5,Public
101,2089,5,2,Private
101,2099,8,5,Private
101,2103,4,2,Private
101,2107,5,2,Private
101,2112,4,2.5,Private
101,2129,3,1.5,Public
101,2144,5,4,Private
101,2175,1,0.5,Public
101,2182,1,1,Private
101,2188,4,2.5,Private
101,2190,2,1,Private
101,2203,1,0.5,Private
101,2207,1,0.5,Private
101,2224,2,1.5,Private
101,2235,1,0.5,Private
101,2238,4,2,Private
101,2256,1,1,Private
101,2270,3,1,Private
101,2271,4,2.5,Public
101,2304,3,1,Private
101,2308,6,2,Private
101,2311,2,1.5,Private
101,2332,5,2.5,Public
101,2339,7,5.5,Private
101,2351,2,0,Public
101,2362,3,1.5,Private
101,2364,2,1,Public
101,2395,7,5.5,Private
101,2409,4,1,Private
101,2416,2,1.5,Private
101,2442,3,2,Private
101,2462,7,2,Private
101,2513,3,1,Public
101,2531,6,1.5,Private
101,2536,4,3,Private
101,2542,3,1,Private
101,2548,1,0.5,Private
101,2552,2,1.5,Private
101,2568,2,1,Private
101,2572,3,2,Public
101,2574,2,0.5,Public
101,2599,6,4.5,Private
101,2605,3,2.5,Private
101,2609,2,0.5,Private
101,2640,1,0,Private
101,2669,2,1,Private
101,2689,10,5,Private
101,2693,1,0,Private
101,2696,2,0.5,Public
101,2699,3,2,Private
101,2731,2,0.5,Private
101,2734,2,0,Private
101,2766,2,1.5,Private
101,2782,1,0,Private
101,2793,3,1.5,Public
101,2799,3,0.5,Private
101,2807,5,2,Private
101,2812,1,0,Private
101,2813,3,2,Private
101,2823,2,1,Private
101,2824,1,0.5,Private
101,2830,7,2.5,Private
101,2841,8,3.5,Private
101,2847,6,3,Private
101,2853,4,2,Private
101,2888,2,1,Private
101,2897,3,0.5,Public
101,2903,6,3.5,Private
101,2907,1,0,Private
101,2912,6,3,Private
101,2918,5,3.5,Private
101,2920,5,0.5,Private
101,2956,12,9,Private
101,2959,6,3,Public
101,2979,4,3,Private
101,2991,1,0,Private
101,3013,1,1,Public
101,3016,4,1.5,Private
101,3033,3,1,Public
101,3041,4,3,Private
101,3050,1,0,Private
101,3062,1,0.5,Private
101,3089,7,1.5,Private
101,3115,2,0.5,Private
101,3119,1,0,Private
101,3132,2,1.5,Private
101,3147,2,0.5,Public
101,3155,3,1.5,Private
101,3193,4,1.5,Public
101,3225,6,3,Private
101,3242,5,3,Private
101,3254,2,1.5,Private
101,3260,2,0.5,Private
101,3264,1,0.5,Private
101,3266,2,0,Private
101,3268,3,2,Private
101,3277,1,0,Private
101,3278,6,3.5,Private
101,3285,2,1,Private
101,3293,1,0,Private
101,3297,3,1,Private
101,3322,5,2,Private
101,3352,8,3.5,Private
101,3360,1,0.5,Private
101,3404,3,0.5,Private
101,3420,1,0.5,Private
101,3424,6,3,Public
101,3436,5,2,Private
101,3439,4,1.5,Public
101,3443,4,3,Private
101,3455,1,0.5,Private
101,3464,1,0.5,Private
101,3470,2,1,Public
101,3475,7,2.5,Public
101,3479,1,1,Public
101,3488,9,4,Private
101,3507,16,6,Private
101,3518,3,1,Private
101,3521,7,3.5,Public
101,3544,3,1,Public
101,3564,4,2,Private
101,3567,2,1.5,Private
101,3575,4,1.5,Public
101,3582,2,0.5,Private
101,3619,3,1.5,Private
101,3659,1,0,Private
101,3662,5,1.5,Private
101,3681,8,3.5,Private
101,3694,1,0.5,Private
101,3698,2,0,Private
101,3705,6,4.5,Private
101,3707,4,1.5,Private
101,3711,1,0.5,Private
101,3717,2,1,Public
101,3770,3,1.5,Private
101,3782,4,2,Private
101,3787,3,2,Private
101,3818,3,1.5,Private
101,3834,2,1.5,Private
101,3835,1,1,Private
101,3863,4,1,Public
101,3870,3,1,Private
101,3887,6,4,Private
101,3892,1,0.5,Private
101,3915,1,0.5,Private
101,3916,1,0.5,Public
101,3919,4,2,Public
101,3944,7,5,Private
101,3968,2,0.5,Private
101,3980,9,6.5,Private
101,4015,2,1,Private
101,4019,7,3.5,Private
101,4047,1,0,Private
101,4063,5,1.5,Private
101,4064,2,0.5,Public
101,4071,1,1,Private
101,4073,6,4.5,Private
101,4084,2,1,Private
101,4088,5,3,Public
101,4092,8,3,Private
101,4105,6,4,Private
101,4120,3,0.5,Private
101,4137,6,2.5,Private
101,4162,2,0.5,Private
101,4176,2,1,Private
101,4208,1,0,Private
101,4216,9,5,Private
101,4287,2,1,Private
101,4307,2,1,Private
101,4331,5,3.5,Private
101,4335,5,1.5,Private
101,4341,2,1,Private
101,4342,1,1,Private
101,4381,7,4,Private
101,4383,1,0.5,Private
101,4432,8,5,Private
101,4457,6,4,Private
101,4465,8,3.5,Public
101,4481,1,0,Public
101,4515,1,1,Public
101,4529,1,0.5,Private
101,4537,1,0.5,Private
101,4547,1,0.5,Private
101,4577,6,4.5,Private
101,4610,2,0.5,Private
101,4628,2,1,Private
101,4649,3,1,Private
101,4694,5,3.5,Public
101,4696,2,1.5,Private
101,4700,2,1,Private
101,4723,4,2.5,Private
101,4732,7,3,Public
101,4753,8,5,Private
101,4757,3,2.5,Private
101,4766,3,0.5,Public
101,4777,3,1,Private
101,4807,2,0.5,Private
101,4812,8,1.5,Private
101,4814,3,2,Private
101,4842,1,1,Private
101,4847,2,1,Public
101,4852,2,0,Private
101,4862,2,1.5,Public
101,4898,3,0.5,Private
101,4907,3,0.5,Private
101,4917,1,0,Public
101,4920,8,5,Public
101,4931,4,2,Public
101,4990,4,1.5,Private
101,4999,1,1,Public
101,5001,1,0,Public
101,5002,13,6.5,Private
101,5011,5,2,Private
101,5025,5,3,Private
101,5050,4,2.5,Private
101,5057,1,1,Private
101,5068,2,1.5,Private
101,5075,4,2.5,Private
101,5079,1,0.5,Private
101,5083,4,1.5,Private
101,5086,2,2,Public
101,5097,7,4,Private
101,5115,1,0.5,Public
101,5116,5,2.5,Private
101,5119,1,0,Private
101,5128,3,1.5,Public
101,5140,9,4,Private
101,5145,1,0.5,Private
101,5163,2,1,Private
101,5181,1,1,Private
101,5191,2,1.5,Public
101,5209,5,2.5,Private
101,5210,4,1.5,Private
101,5226,4,2.5,Public
101,5233,2,0.5,Private
101,5244,3,1,Private
101,5254,4,2.5,Private
101,5258,10,6.5,Private
101,5275,1,0,Private
101,5290,1,0,Private
101,5310,1,0.5,Private
101,5315,1,0,Private
101,5327,1,0,Private
101,5342,6,3.5,Private
101,5356,2,0.5,Public
101,5359,12,4,Private
101,5396,5,3,Private
101,5419,2,2,Public
101,5425,2,0.5,Public
101,5456,3,2.5,Private
101,5463,7,4,Private
101,5470,2,1.5,Private
101,5516,3,1,Public
101,5534,6,3.5,Public
101,5558,2,1,Private
101,5566,5,0.5,Private
101,5575,5,2,Public
101,5578,3,1.5,Private
101,5580,2,1,Private
101,5598,8,6,Private
101,5602,3,1.5,Private
101,5608,6,4,Private
101,5614,6,3,Private
101,5623,4,2.5,Private
101,5627,8,6,Private
101,5663,4,0.5,Private
101,5675,7,3,Private
101,5690,3,2,Private
101,5737,4,2,Private
101,5740,2,1,Private
101,5774,2,1.5,Public
101,5812,1,0.5,Private
101,5825,1,0,Public
101,5833,4,2,Public
101,5850,2,0.5,Private
101,5866,6,4,Private
101,5870,3,1.5,Private
101,5905,3,1.5,Private
101,5914,5,2,Private
101,5918,1,1,Private
101,5926,2,1,Private
101,5930,6,3.5,Private
101,5933,2,1,Private
101,5950,2,1,Private
101,5960,1,1,Private
101,5961,1,0.5,Private
101,5979,1,1,Private
101,5983,12,8.5,Private
101,6002,8,3.5,Private
101,6018,13,6.5,Public
101,6025,1,0.5,Private
101,6038,10,6,Private
101,6054,1,0.5,Private
101,6073,2,0.5,Private
101,6078,1,0,Private
101,6099,1,0.5,Private
101,6123,2,1,Private
101,6140,2,1,Private
101,6155,4,0.5,Private
101,6161,2,0,Private
101,6166,1,1,Private
101,6181,8,2,Private
101,6191,6,3.5,Private
101,6196,8,3.5,Private
101,6208,1,0.5,Private
101,6220,6,2,Public
101,6226,1,0,Private
101,6255,18,5,Private
101,6270,9,5,Public
101,6272,3,1.5,Public
101,6283,7,6,Private
101,6289,2,1.5,Private
101,6298,4,1.5,Private
101,6305,5,4,Private
101,6311,12,7.5,Private
101,6339,8,5.5,Public
101,6366,2,0.5,Public
101,6388,2,1,Private
101,6391,1,0,Private
101,6404,3,2,Private
101,6406,5,3,Private
101,6439,2,0.5,Private
101,6451,8,3,Private
101,6468,4,1,Public
101,6472,3,1,Private
101,6520,1,1,Private
101,6548,1,0,Private
101,6554,5,2,Private
101,6586,9,7.5,Private
101,6605,3,1.5,Private
101,6621,6,2.5,Public
101,6629,4,1.5,Private
101,6647,6,3.5,Public
101,6669,2,1,Private
101,6685,4,3,Public
101,6691,5,3.5,Private
101,6717,1,0,Private
101,6736,5,2.5,Private
101,6741,2,1.5,Public
101,6745,3,2,Private
101,6747,1,0.5,Private
101,6770,6,4.5,Public
101,6776,4,1.5,Private
101,6795,3,1.5,Private
101,6803,4,1,Private
101,6815,8,2.5,Private
101,6835,1,0.5,Private
101,6844,2,0,Private
101,6849,2,1,Private
101,6854,6,4.5,Public
101,6856,1,0.5,Private
101,6866,3,0,Public
101,6875,6,5,Public
101,6880,8,6,Private
101,6887,2,1.5,Public
101,6891,3,2,Private
101,6899,13,7,Private
101,6926,1,0,Public
101,6951,3,0.5,Public
101,6973,10,3.5,Private
101,7002,7,4,Private
101,7004,2,0,Private
101,7011,8,1.5,Private
101,7087,3,0,Private
101,7096,5,3,Private
101,7104,1,0.5,Public
101,7106,8,5.5,Private
101,7115,8,4.5,Private
101,7165,2,1,Private
101,7168,4,3,Private
101,7176,7,4.5,Private
101,7189,8,4,Private
101,7234,3,2,Private
101,7238,2,1.5,Public
101,7242,13,8.5,Public
101,7248,3,2,Private
101,7262,4,2,Private
101,7285,7,3,Private
101,7286,6,2,Private
101,7325,3,1,Public
101,7350,4,2,Private
101,7351,1,0,Private
101,7373,6,2,Public
101,7441,4,3,Private
101,7453,3,1,Private
101,7455,1,1,Public
101,7498,1,0.5,Private
101,7510,4,2.5,Private
101,7520,2,0.5,Private
101,7533,4,0,Private
101,7537,1,1,Private
101,7538,2,0.5,Private
101,7558,2,1.5,Private
101,7577,5,2,Private
101,7584,2,1.5,Private
101,7591,3,1,Private
101,7593,6,2.5,Private
101,7596,4,2.5,Private
101,7603,2,1,Private
101,7619,3,2,Private
101,7625,2,0.5,Public
101,7635,3,1.5,Private
101,7638,6,3,Public
101,7654,1,0.5,Private
101,7665,2,1,Private
101,7669,2,2,Private
101,7715,4,2.5,Private
101,7760,3,0,Private
101,7805,4,1.5,Private
101,7815,2,0.5,Public
101,7833,7,5,Private
101,7839,3,1,Private
101,7848,2,1.5,Private
101,7865,1,0,Private
101,7871,2,1,Private
101,7880,1,0,Public
101,7905,2,1,Public
101,7919,1,0.5,Public
101,7925,2,1,Private
101,7935,3,1,Private
101,7949,1,0,Private
101,7955,5,2,Private
101,7959,5,3.5,Private
101,7980,4,2.5,Private
101,7984,1,0.5,Public
101,7989,3,2,Private
101,8048,1,0.5,Private
101,8083,5,2,Private
101,8084,6,3,Private
101,8098,4,1,Private
101,8109,1,0,Public
101,8120,4,0.5,Private
101,8152,2,1.5,Private
101,8162,3,1,Private
101,8167,1,0,Private
101,8170,1,0.5,Private
101,8177,3,1.5,Private
101,8190,1,0,Private
101,8212,9,7,Private
101,8218,8,3,Private
101,8224,4,1.5,Private
101,8233,3,0.5,Public
101,8242,4,0.5,Private
101,8244,13,10.5,Private
101,8246,4,3.5,Private
101,8275,2,1,Public
101,8277,4,2.5,Private
101,8291,4,2,Public
101,8295,1,1,Public
101,8311,3,1,Public
101,8320,3,1,Private
101,8321,5,3,Private
101,8338,1,0,Private
101,8342,2,0,Private
101,8447,8,3,Private
101,8465,4,2.5,Private
101,8486,15,8,Private
101,8490,8,0.5,Private
101,8502,2,2,Public
101,8552,5,1.5,Private
101,8586,2,0.5,Private
101,8597,1,0,Private
101,8611,6,3,Private
101,8616,6,1.5,Private
101,8617,2,1,Private
102,4,7,2.5,Private
102,7,3,1,Private
102,18,4,2,Private
102,56,3,1,Private
102,64,8,4.5,Private
102,80,4,2,Private
102,96,1,0,Private
102,98,5,4,Private
102,102,7,5,Private
102,125,4,1.5,Private
102,141,1,0,Private
102,145,7,4.5,Private
102,147,2,2,Public
102,173,3,1,Private
102,193,4,2.5,Private
102,201,7,2,Public
102,204,6,1.5,Private
102,213,4,2.5,Private
102,220,6,3.5,Private
102,224,3,0,Private
102,247,4,2.5,Private
102,275,4,1,Private
102,304,5,2,Private
102,306,1,1,Public
102,307,2,0,Private
102,313,7,4,Private
102,349,4,2.5,Private
102,370,4,2.5,Public
102,374,7,1.5,Private
102,377,6,2,Private
102,389,2,0.5,Private
102,391,4,3.5,Private
102,392,6,4.5,Private
102,409,4,2,Private
102,413,7,4,Private
102,428,2,1,Private
102,440,2,1,Private
102,447,3,1.5,Private
102,477,3,2,Private
102,481,5,3.5,Private
102,491,3,1,Private
102,501,8,6,Private
102,512,10,5.5,Private
102,521,3,0,Public
102,522,9,4.5,Private
102,545,4,1,Private
102,557,7,3.5,Public
102,562,7,4,Private
102,572,1,0,Private
102,584,4,2.5,Private
102,595,3,1.5,Private
102,596,6,3,Private
102,603,5,3,Private
102,614,8,5.5,Private
102,617,9,5.5,Private
102,638,1,0.5,Private
102,639,1,1,Private
102,654,1,0,Public
102,664,9,5.5,Private
102,667,4,1,Private
102,670,3,2.5,Private
102,675,6,4,Private
102,690,5,3,Private
102,720,7,4.5,Private
102,733,7,3,Private
102,748,7,3,Private
102,766,2,0,Public
102,778,5,3.5,Public
102,788,7,5,Private
102,793,4,2,Private
102,797,3,1,Private
102,809,5,2.5,Private
102,811,3,1,Private
102,813,3,2,Public
102,828,8,3,Private
102,869,1,0,Private
102,885,5,1,Private
102,895,5,3,Private
102,918,4,2.5,Private
102,928,3,1,Private
102,934,8,4.5,Private
102,941,4,3.5,Private
102,943,2,1,Private
102,947,3,0.5,Private
102,956,6,3.5,Private
102,966,8,5,Private
102,972,1,0.5,Private
102,973,4,2.5,Private
102,982,2,1,Private
102,990,2,0,Private
102,1017,2,0,Private
102,1019,5,3,Private
102,1020,2,1,Public
102,1029,5,4.5,Private
102,1089,2,1.5,Private
102,1093,8,3.5,Private
102,1095,6,4,Private
102,1098,4,2.5,Private
102,1102,9,6.5,Private
102,1105,6,4,Private
102,1114,2,2,Private
102,1134,4,0,Private
102,1169,2,0.5,Private
102,1187,5,2.5,Private
102,1191,5,2,Public
102,1202,1,1,Public
102,1207,3,1.5,Private
102,1230,4,0.5,Private
102,1235,6,4,Public
102,1242,1,0,Private
102,1254,4,2,Private
102,1262,5,1.5,Private
102,1265,3,2,Private
102,1277,2,0.5,Private
102,1288,7,5.5,Private
102,1289,3,2,Private
102,1304,2,0.5,Private
102,1305,1,0.5,Private
102,1325,5,3.5,Private
102,1329,8,3.5,Public
102,1331,13,7,Private
102,1357,4,3,Private
102,1374,4,1,Public
102,1376,5,1.5,Private
102,1382,6,4.5,Private
102,1397,5,2,Private
102,1405,9,5,Private
102,1425,1,1,Private
102,1428,3,1,Private
102,1452,2,1,Private
102,1455,2,1,Private
102,1469,5,1,Public
102,1475,4,1,Public
102,1493,2,1.5,Private
102,1500,6,1.5,Private
102,1512,8,1,Private
102,1513,2,1,Private
102,1538,4,2.5,Private
102,1548,4,1.5,Private
102,1553,3,2.5,Private
102,1563,3,2,Public
102,1581,5,2,Private
102,1591,2,0.5,Private
102,1592,2,0.5,Public
102,1610,4,1.5,Private
102,1613,2,1,Private
102,1615,6,2.5,Public
102,1631,1,0.5,Private
102,1635,7,4,Private
102,1657,4,2,Private
102,1661,2,1.5,Private
102,1673,9,3.5,Private
102,1678,3,1,Public
102,1683,4,3,Private
102,1693,5,0.5,Public
102,1704,9,2.5,Private
102,1732,7,3.5,Private
102,1735,1,0,Public
102,1736,1,1,Private
102,1746,4,3,Private
102,1748,1,0.5,Private
102,1759,5,2,Private
102,1762,5,2.5,Private
102,1773,2,1,Private
102,1779,8,4,Private
102,1781,3,2.5,Private
102,1782,8,2,Private
102,1799,6,4.5,Private
102,1811,1,0,Public
102,1814,15,8,Private
102,1825,7,5,Private
102,1829,3,1.5,Private
102,1835,2,0.5,Private
102,1848,5,3,Private
102,1856,1,0,Private
102,1860,7,3.5,Private
102,1863,1,0,Private
102,1866,1,0,Private
102,1874,5,3.5,Private
102,1880,2,0.5,Private
102,1900,4,2,Public
102,1903,3,2.5,Private
102,1925,11,6,Public
102,1932,2,1.5,Private
102,1933,3,0.5,Private
102,1936,3,1,Public
102,1942,5,1,Private
102,1944,4,2.5,Private
102,1951,2,1.5,Public
102,1961,3,0.5,Private
102,1972,4,1,Private
102,1979,1,0.5,Private
102,1982,1,0,Private
102,1996,2,1,Private
102,1999,2,0.5,Public
102,2002,1,0.5,Private
102,2009,2,1,Private
102,2015,7,2.5,Private
102,2027,4,2.5,Private
102,2033,11,4.5,Public
102,2057,5,2,Private
102,2064,3,2,Private
102,2076,3,1,Private
102,2084,4,2.5,Private
102,2098,3,1,Public
102,2103,3,2,Private
102,2107,8,2.5,Private
102,2144,7,4.5,Public
102,2145,3,0.5,Private
102,2148,2,0.5,Private
102,2155,5,2.5,Private
102,2173,5,2.5,Private
102,2175,7,4.5,Public
102,2185,3,1.5,Private
102,2188,3,1.5,Private
102,2203,1,0,Private
102,2207,2,0.5,Public
102,2224,8,4,Private
102,2225,3,1.5,Private
102,2230,1,0.5,Private
102,2235,2,0.5,Public
102,2237,1,0.5,Private
102,2238,4,0,Private
102,2250,6,2,Private
102,2252,1,1,Private
102,2256,2,0.5,Private
102,2270,5,2.5,Private
102,2304,1,0,Private
102,2311,2,1,Private
102,2313,5,3,Private
102,2319,2,1.5,Private
102,2332,1,1,Private
102,2339,6,4.5,Private
102,2351,1,1,Private
102,2364,1,0,Private
102,2381,2,0.5,Public
102,2389,3,2,Private
102,2395,8,3,Private
102,2409,4,1.5,Private
102,2416,4,2,Private
102,2424,9,3,Private
102,2444,3,1,Public
102,2452,4,1.5,Private
102,2462,4,1,Private
102,2513,5,3.5,Public
102,2548,3,1,Private
102,2555,4,1,Private
102,2560,6,2.5,Public
102,2574,5,2.5,Private
102,2576,1,0.5,Private
102,2581,8,5.5,Private
102,2587,2,0,Private
102,2603,4,3,Public
102,2605,8,5.5,Public
102,2609,3,1,Private
102,2640,4,1.5,Private
102,2669,6,2.5,Private
102,2671,3,2,Private
102,2692,3,1,Private
102,2693,4,1.5,Private
102,2696,7,3,Private
102,2699,9,4.5,Private
102,2730,4,1.5,Public
102,2731,2,0.5,Private
102,2734,2,1,Private
102,2766,4,3.5,Private
102,2771,3,0.5,Public
102,2796,4,3.5,Public
102,2823,1,0.5,Public
102,2841,10,5,Private
102,2867,2,1.5,Private
102,2897,2,0.5,Private
102,2908,1,0.5,Private
102,2912,8,4,Public
102,2915,1,0.5,Private
102,2918,5,2.5,Private
102,2920,1,0.5,Private
102,2932,3,2,Private
102,2959,8,4.5,Private
102,2979,6,3.5,Public
102,2981,3,0,Private
102,2991,2,0.5,Private
102,2997,5,2.5,Private
102,2999,4,3,Private
102,3013,10,7,Private
102,3016,5,3,Private
102,3017,7,1,Private
102,3033,2,1,Private
102,3037,1,1,Public
102,3041,3,2.5,Private
102,3050,4,0.5,Private
102,3054,2,0.5,Private
102,3065,8,4,Private
102,3070,5,3.5,Private
102,3085,3,2.5,Private
102,3088,1,0.5,Private
102,3089,2,1.5,Private
102,3119,7,4,Private
102,3122,2,0.5,Private
102,3132,7,3.5,Private
102,3155,3,1.5,Private
102,3184,5,2.5,Private
102,3242,5,3.5,Private
102,3254,5,2.5,Private
102,3260,5,1.5,Private
102,3264,4,1,Public
102,3268,6,4,Public
102,3270,6,2.5,Private
102,3275,1,0,Private
102,3277,4,2,Private
102,3288,2,1,Private
102,3293,1,0,Private
102,3297,5,1,Private
102,3322,2,0.5,Public
102,3330,7,3.5,Private
102,3342,1,0,Private
102,3344,8,6,Private
102,3345,2,1,Private
102,3352,8,4,Public
102,3360,1,0,Private
102,3361,8,6,Private
102,3377,5,2,Private
102,3386,2,1,Private
102,3404,5,2,Private
102,3413,2,0.5,Private
102,3435,12,5,Private
102,3436,4,1,Private
102,3439,4,2,Public
102,3455,1,0,Private
102,3457,4,2,Private
102,3459,2,1,Public
102,3468,2,1.5,Private
102,3470,6,3,Public
102,3479,1,0.5,Private
102,3488,5,2,Private
102,3507,2,1,Public
102,3515,1,1,Private
102,3518,9,6,Private
102,3523,3,1.5,Private
102,3540,7,5,Private
102,3564,6,3.5,Public
102,3565,4,2.5,Public
102,3567,1,0,Private
102,3582,10,4,Private
102,3619,3,2,Private
102,3650,1,0.5,Private
102,3653,1,0.5,Private
102,3655,4,2.5,Public
102,3671,2,0,Public
102,3681,5,3,Private
102,3685,2,1.5,Private
102,3698,6,3.5,Private
102,3699,1,0.5,Private
102,3705,4,3,Private
102,3707,9,4,Private
102,3717,2,2,Private
102,3728,2,1.5,Private
102,3744,1,0.5,Private
102,3770,2,0.5,Private
102,3782,1,0.5,Public
102,3801,2,0.5,Public
102,3810,7,4,Private
102,3816,1,0.5,Public
102,3818,5,1.5,Private
102,3834,4,2,Private
102,3837,3,1,Private
102,3863,3,0.5,Private
102,3866,2,0.5,Public
102,3882,5,4,Public
102,3887,8,4.5,Private
102,3900,4,1,Private
102,3909,11,6.5,Private
102,3934,6,2,Public
102,3938,4,3,Private
102,3968,10,3.5,Private
102,3980,9,7,Private
102,3981,1,0.5,Private
102,3991,1,1,Private
102,4015,4,3,Private
102,4019,5,3.5,Public
102,4035,2,1,Private
102,4037,4,2.5,Private
102,4051,3,0.5,Private
102,4063,3,2,Private
102,4068,3,1.5,Public
102,4071,5,2,Private
102,4073,8,7,Private
102,4088,13,9,Private
102,4108,6,2,Public
102,4127,5,2,Private
102,4138,2,1,Private
102,4146,1,0,Public
102,4150,1,0.5,Private
102,4162,10,4,Private
102,4169,1,0.5,Private
102,4171,2,1,Private
102,4176,2,2,Private
102,4194,8,3,Private
102,4201,2,0,Private
102,4240,1,1,Private
102,4256,1,0.5,Private
102,4287,2,1,Private
102,4307,1,1,Public
102,4315,3,1.5,Private
102,4331,4,2.5,Private
102,4335,4,1.5,Private
102,4341,2,0.5,Private
102,4342,9,2.5,Private
102,4363,2,1,Private
102,4375,3,1.5,Private
102,4399,5,2,Private
102,4401,2,0.5,Private
102,4404,2,1,Public
102,4406,2,1.5,Private
102,4413,3,2,Private
102,4419,2,1,Public
102,4423,4,1.5,Public
102,4432,4,2,Public
102,4457,8,6,Private
102,4481,13,8.5,Public
102,4488,4,2.5,Private
102,4515,4,2.5,Private
102,4524,2,0,Public
102,4537,5,1.5,Public
102,4544,2,0,Private
102,4560,2,0,Private
102,4562,3,1,Private
102,4576,3,1.5,Public
102,4577,2,1.5,Private
102,4585,5,0.5,Private
102,4602,6,3,Private
102,4607,1,0,Public
102,4610,4,2.5,Private
102,4628,4,3,Private
102,4649,2,0.5,Private
102,4671,2,0.5,Private
102,4673,1,0.5,Private
102,4674,5,3,Public
102,4685,2,1,Public
102,4686,2,1,Private
102,4687,3,2.5,Private
102,4691,2,0.5,Public
102,4694,7,4.5,Private
102,4696,2,0,Private
102,4708,7,4.5,Public
102,4719,1,1,Private
102,4723,8,4,Private
102,4732,2,1,Public
102,4757,5,2.5,Private
102,4766,1,0,Private
102,4772,2,0,Public
102,4777,1,1,Private
102,4791,1,0,Private
102,4810,6,2.5,Private
102,4812,3,1.5,Private
102,4847,4,1,Public
102,4850,7,4.5,Private
102,4852,3,1,Private
102,4857,9,6,Public
