state,region,typebldg,floor,room,wave,rep,radon,county
AZ,1,1,1,3, 27, 5,0.095310179804325,COCONINO            
AZ,1,1,1,3, 32, 2,1.30833281965018,COCONINO            
AZ,1,1,1,3, 55, 1,0.741937344729377,COCONINO            
AZ,1,1,1,3, 38, 1,1.90210752639692,COCONINO            
AZ,1,1,1,1, 45, 1,0,COCONINO            
AZ,1,0,9,0, 45, 5,0.336472236621213,COCONINO            
AZ,1,1,1,1, 51, 3,0.8754687373539,COCONINO            
AZ,1,1,1,3, 61, 2,-0.916290731874155,COCONINO            
AZ,1,1,1,3, 61, 4,1.22377543162212,COCONINO            
AZ,1,1,1,1, 71, 2,1.38629436111989,COCONINO            
AZ,1,1,1,5, 71, 3,0.405465108108164,COCONINO            
AZ,1,1,1,1,107, 4,-0.693147180559945,COCONINO            
AZ,1,1,1,3,109, 1,-0.693147180559945,COCONINO            
AZ,1,5,1,7,116, 4,-1.6094379124341,COCONINO            
AZ,1,1,1,3, 86, 4,-1.20397280432594,COCONINO            
AZ,1,1,1,2,115, 5,-0.356674943938732,COCONINO            
AZ,1,1,1,2, 29, 3,-0.693147180559945,COCONINO            
AZ,1,2,1,3, 75, 2,-0.693147180559945,COCONINO            
AZ,1,1,0,4, 75, 3,0.832909122935104,COCONINO            
AZ,1,1,1,7, 31, 1,-0.356674943938732,COCONINO            
AZ,1,0,9,0, 51, 5,-2.99573227355399,COCONINO            
AZ,1,1,1,7, 64, 2,-2.30258509299405,COCONINO            
AZ,1,1,1,3, 67, 3,0.095310179804325,COCONINO            
AZ,1,1,1,3, 81, 4,-1.6094379124341,COCONINO            
AZ,1,1,1,2,  5, 1,-2.30258509299405,COCONINO            
AZ,1,1,1,7, 34, 2,-0.510825623765991,COCONINO            
AZ,1,1,1,2, 50, 5,0.336472236621213,COCONINO            
AZ,1,1,1,3, 79, 3,-2.30258509299405,COCONINO            
AZ,1,1,1,2, 21, 5,0.641853886172395,COCONINO            
AZ,1,1,1,1, 21, 1,0.405465108108164,COCONINO            
AZ,1,1,1,7, 26, 2,-0.223143551314210,COCONINO            
AZ,1,1,1,1, 26, 1,0.095310179804325,COCONINO            
AZ,1,1,1,3, 37, 5,0.095310179804325,COCONINO            
AZ,1,0,9,0, 33, 1,-1.6094379124341,COCONINO            
AZ,1,1,0,4, 36, 2,0.587786664902119,COCONINO            
AZ,1,1,1,2, 43, 1,-0.223143551314210,COCONINO            
AZ,1,1,1,3, 40, 2,0,COCONINO            
AZ,1,1,0,2, 48, 3,1.30833281965018,COCONINO            
AZ,1,1,1,1, 67, 4,-0.510825623765991,COCONINO            
AZ,1,1,1,7, 67, 1,-0.693147180559945,COCONINO            
AZ,1,1,1,3, 78, 1,-0.105360515657826,COCONINO            
AZ,1,1,1,1, 84, 1,2.60268968544438,COCONINO            
AZ,1,1,1,1, 85, 4,-0.916290731874155,COCONINO            
AZ,1,1,1,3, 90, 5,-0.916290731874155,COCONINO            
AZ,1,1,1,3, 98, 3,-0.223143551314210,COCONINO            
AZ,1,1,1,1,121, 1,-1.20397280432594,COCONINO            
AZ,1,1,1,5,111, 5,-2.30258509299405,COCONINO            
AZ,1,1,1,3,121, 3,-1.6094379124341,COCONINO            
AZ,1,1,1,2,122, 2,0.336472236621213,COCONINO            
AZ,1,1,1,5,108, 4,-1.6094379124341,COCONINO            
AZ,1,0,9,0,  1, 4,-0.105360515657826,COCONINO            
AZ,1,1,1,3,  5, 3,-2.99573227355399,COCONINO            
AZ,1,1,1,7, 10, 1,-0.693147180559945,COCONINO            
AZ,1,1,1,1, 12, 1,-0.693147180559945,COCONINO            
AZ,1,1,1,3,104, 5,-2.30258509299405,COCONINO            
AZ,2,1,1,3, 57, 1,-0.105360515657826,GILA                
AZ,2,1,1,1,119, 2,-2.99573227355399,GILA                
AZ,2,1,0,4, 37, 5,-0.105360515657826,GILA                
AZ,2,1,1,2, 28, 1,0.182321556793955,GILA                
AZ,2,1,1,7, 44, 4,0.741937344729377,GILA                
AZ,2,1,1,3, 49, 4,-0.510825623765991,GILA                
AZ,2,1,1,3, 72, 1,-0.356674943938732,GILA                
AZ,2,1,1,1, 92, 5,0.53062825106217,GILA                
AZ,2,1,1,2, 94, 5,-1.20397280432594,GILA                
AZ,2,1,1,7,114, 2,-0.223143551314210,GILA                
AZ,2,1,1,3, 13, 4,0.262364264467491,GILA                
AZ,2,1,1,7, 64, 5,0.53062825106217,GILA                
AZ,2,1,1,3, 58, 5,0.8754687373539,GILA                
AZ,2,1,1,1, 86, 5,-1.20397280432594,GRAHAM              
AZ,2,1,1,3, 57, 2,0.405465108108164,GRAHAM              
AZ,2,1,1,3, 99, 5,-2.99573227355399,GRAHAM              
AZ,2,0,9,0, 11, 5,1.02961941718116,GRAHAM              
AZ,2,1,1,2, 26, 3,0.587786664902119,GRAHAM              
AZ,2,0,9,0, 25, 3,0.993251773010283,GRAHAM              
AZ,2,1,1,3, 32, 2,0.095310179804325,GRAHAM              
AZ,2,1,1,3, 31, 2,0.8754687373539,GRAHAM              
AZ,2,1,1,1, 35, 5,-0.356674943938732,GRAHAM              
AZ,2,1,1,2, 41, 1,0.741937344729377,GRAHAM              
AZ,2,1,1,3, 46, 5,-0.356674943938732,GRAHAM              
AZ,2,1,1,1, 57, 1,-0.510825623765991,GRAHAM              
AZ,2,1,1,1, 58, 1,0.405465108108164,GRAHAM              
AZ,2,1,1,1, 70, 2,-0.223143551314210,GRAHAM              
AZ,2,1,1,2, 83, 5,0.182321556793955,GRAHAM              
AZ,2,1,1,1, 97, 4,-1.6094379124341,GRAHAM              
AZ,2,1,1,2, 87, 5,-0.510825623765991,GRAHAM              
AZ,2,1,1,3,113, 5,-1.6094379124341,GRAHAM              
AZ,2,1,1,3,112, 3,-1.6094379124341,GRAHAM              
AZ,2,1,1,1,111, 3,-1.6094379124341,GRAHAM              
AZ,2,1,1,3,  7, 4,-2.99573227355399,GRAHAM              
AZ,2,1,1,2,  8, 2,-0.356674943938732,GRAHAM              
AZ,2,1,1,3, 12, 3,0.095310179804325,GRAHAM              
AZ,2,1,1,2, 42, 3,0.693147180559945,GRAHAM              
AZ,2,1,1,3, 38, 1,1.02961941718116,GRAHAM              
AZ,2,1,1,3, 45, 4,0,GRAHAM              
AZ,2,1,1,1,100, 5,-0.356674943938732,GRAHAM              
AZ,2,1,1,1, 90, 2,-2.30258509299405,GRAHAM              
AZ,2,0,9,0, 13, 2,-0.356674943938732,GRAHAM              
AZ,2,1,1,3, 10, 3,0.182321556793955,GREENLEE            
AZ,2,1,1,3, 39, 2,-0.356674943938732,GREENLEE            
AZ,2,1,1,3, 47, 1,0.78845736036427,GREENLEE            
AZ,2,1,1,2, 78, 4,-0.223143551314210,GREENLEE            
AZ,2,1,1,1, 77, 1,0.8754687373539,GREENLEE            
AZ,2,1,1,1, 89, 4,-0.693147180559945,GREENLEE            
AZ,2,1,1,3,107, 5,-0.105360515657826,GREENLEE            
AZ,2,1,1,3, 21, 1,-1.20397280432594,GREENLEE            
AZ,3,1,1,1, 51, 2,-0.693147180559945,LA PAZ              
AZ,3,1,1,3,118, 4,-2.99573227355399,LA PAZ              
AZ,3,1,1,1, 51, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,2, 85, 4,0.405465108108164,MARICOPA            
AZ,3,1,1,3, 61, 5,0.336472236621213,MARICOPA            
AZ,3,1,1,7, 93, 4,-0.356674943938732,MARICOPA            
AZ,3,1,1,1,  2, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,3, 44, 5,0.405465108108164,MARICOPA            
AZ,3,1,1,2, 47, 1,1.06471073699243,MARICOPA            
AZ,3,1,1,7, 85, 5,-2.99573227355399,MARICOPA            
AZ,3,1,1,3, 92, 2,-0.510825623765991,MARICOPA            
AZ,3,1,1,7, 89, 4,-1.20397280432594,MARICOPA            
AZ,3,1,1,3, 47, 2,0.993251773010283,MARICOPA            
AZ,3,1,1,1, 68, 4,-0.223143551314210,MARICOPA            
AZ,3,1,1,2, 98, 2,-2.30258509299405,MARICOPA            
AZ,3,1,1,1,122, 3,-1.6094379124341,MARICOPA            
AZ,3,0,9,0, 22, 4,0.470003629245736,MARICOPA            
AZ,3,1,1,3, 30, 4,0.262364264467491,MARICOPA            
AZ,3,2,1,2, 29, 5,0,MARICOPA            
AZ,3,1,1,7, 32, 4,0,MARICOPA            
AZ,3,1,1,1, 43, 3,-0.105360515657826,MARICOPA            
AZ,3,1,1,3, 37, 2,-0.916290731874155,MARICOPA            
AZ,3,1,1,2, 67, 2,1.22377543162212,MARICOPA            
AZ,3,1,1,7, 74, 2,-0.510825623765991,MARICOPA            
AZ,3,1,1,1, 74, 1,-0.510825623765991,MARICOPA            
AZ,3,1,1,3, 79, 2,-0.223143551314210,MARICOPA            
AZ,3,1,1,2, 94, 5,-0.693147180559945,MARICOPA            
AZ,3,1,1,1,  9, 5,-0.105360515657826,MARICOPA            
AZ,3,1,1,3, 51, 1,-2.99573227355399,MARICOPA            
AZ,3,1,1,2, 52, 3,1.02961941718116,MARICOPA            
AZ,3,1,1,3,102, 4,-1.6094379124341,MARICOPA            
AZ,3,1,1,3,101, 5,-2.99573227355399,MARICOPA            
AZ,3,1,1,3, 13, 1,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 73, 4,-0.356674943938732,MARICOPA            
AZ,3,1,1,3,  4, 2,0.182321556793955,MARICOPA            
AZ,3,0,9,0, 39, 3,1.88706964903238,MARICOPA            
AZ,3,0,9,0, 90, 5,-1.6094379124341,MARICOPA            
AZ,3,2,1,3, 89, 2,1.22377543162212,MARICOPA            
AZ,3,1,1,3,123, 1,-1.6094379124341,MARICOPA            
AZ,3,2,1,2,116, 4,0,MARICOPA            
AZ,3,1,1,1,  1, 1,0.53062825106217,MARICOPA            
AZ,3,0,9,0, 33, 2,0.832909122935104,MARICOPA            
AZ,3,1,1,7, 36, 4,1.52605630349505,MARICOPA            
AZ,3,0,9,0, 31, 1,0.336472236621213,MARICOPA            
AZ,3,5,1,7, 31, 3,0.693147180559945,MARICOPA            
AZ,3,1,1,3, 60, 2,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 64, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 69, 1,0.095310179804325,MARICOPA            
AZ,3,1,1,1, 71, 2,0.262364264467491,MARICOPA            
AZ,3,1,1,5, 79, 3,0.405465108108164,MARICOPA            
AZ,3,1,1,1, 87, 5,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 86, 4,-1.20397280432594,MARICOPA            
AZ,3,2,1,1, 88, 5,0.470003629245736,MARICOPA            
AZ,3,1,1,3,  4, 4,-0.693147180559945,MARICOPA            
AZ,3,1,1,1, 13, 5,0.095310179804325,MARICOPA            
AZ,3,0,9,0, 40, 4,0.405465108108164,MARICOPA            
AZ,3,1,1,2, 32, 5,0.53062825106217,MARICOPA            
AZ,3,0,9,0, 48, 5,1.02961941718116,MARICOPA            
AZ,3,5,1,3, 54, 1,0.955511445027436,MARICOPA            
AZ,3,2,1,1, 54, 2,1.68639895357023,MARICOPA            
AZ,3,1,1,1, 54, 4,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 66, 4,0.78845736036427,MARICOPA            
AZ,3,1,1,3, 82, 4,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 75, 1,0.336472236621213,MARICOPA            
AZ,3,1,1,2, 83, 1,-0.510825623765991,MARICOPA            
AZ,3,1,1,3,106, 2,-2.30258509299405,MARICOPA            
AZ,3,1,1,3, 95, 5,-1.20397280432594,MARICOPA            
AZ,3,1,1,1, 87, 2,-1.20397280432594,MARICOPA            
AZ,3,1,1,1,126, 1,-0.916290731874155,MARICOPA            
AZ,3,1,1,3, 10, 5,0.336472236621213,MARICOPA            
AZ,3,1,1,7, 34, 4,0.53062825106217,MARICOPA            
AZ,3,1,1,2, 45, 4,-0.105360515657826,MARICOPA            
AZ,3,1,1,2, 49, 4,0.993251773010283,MARICOPA            
AZ,3,2,1,2, 58, 5,-0.223143551314210,MARICOPA            
AZ,3,1,1,1, 69, 2,-0.223143551314210,MARICOPA            
AZ,3,2,1,2, 72, 3,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 78, 4,-1.20397280432594,MARICOPA            
AZ,3,1,1,7,114, 2,0,MARICOPA            
AZ,3,1,1,3,113, 2,-0.105360515657826,MARICOPA            
AZ,3,2,1,1,102, 1,0.8754687373539,MARICOPA            
AZ,3,1,1,1, 13, 2,0.095310179804325,MARICOPA            
AZ,3,1,1,3, 81, 4,-2.99573227355399,MARICOPA            
AZ,3,1,1,2, 86, 3,-1.6094379124341,MARICOPA            
AZ,3,1,1,3,126, 4,-0.916290731874155,MARICOPA            
AZ,3,1,1,3, 11, 5,0,MARICOPA            
AZ,3,1,1,3, 14, 1,-0.510825623765991,MARICOPA            
AZ,3,1,1,3, 22, 2,0.262364264467491,MARICOPA            
AZ,3,1,1,1, 23, 1,0.262364264467491,MARICOPA            
AZ,3,1,1,3, 41, 5,1.56861591791385,MARICOPA            
AZ,3,1,1,3, 39, 1,0.262364264467491,MARICOPA            
AZ,3,1,1,3, 49, 5,0.095310179804325,MARICOPA            
AZ,3,1,1,3, 46, 3,0.336472236621213,MARICOPA            
AZ,3,1,1,1, 51, 1,-1.20397280432594,MARICOPA            
AZ,3,1,1,3, 57, 2,-0.510825623765991,MARICOPA            
AZ,3,1,1,3, 66, 3,1.06471073699243,MARICOPA            
AZ,3,1,1,1, 69, 1,0.693147180559945,MARICOPA            
AZ,3,1,1,3, 76, 3,1.16315080980568,MARICOPA            
AZ,3,1,1,1,106, 5,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 86, 1,0.095310179804325,MARICOPA            
AZ,3,1,1,2, 89, 5,-1.6094379124341,MARICOPA            
AZ,3,1,1,1,105, 3,-1.20397280432594,MARICOPA            
AZ,3,1,1,3, 21, 1,0.78845736036427,MARICOPA            
AZ,3,1,1,2, 26, 5,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 36, 2,-0.356674943938732,MARICOPA            
AZ,3,1,1,1, 62, 1,1.38629436111989,MARICOPA            
AZ,3,1,1,1, 63, 4,-0.693147180559945,MARICOPA            
AZ,3,1,1,3, 69, 2,1.19392246847243,MARICOPA            
AZ,3,1,1,1, 79, 2,0.832909122935104,MARICOPA            
AZ,3,1,0,2, 77, 4,-2.99573227355399,MARICOPA            
AZ,3,1,1,2, 80, 3,-2.99573227355399,MARICOPA            
AZ,3,1,1,2, 93, 4,-1.20397280432594,MARICOPA            
AZ,3,1,1,2,  3, 4,1.30833281965018,MARICOPA            
AZ,3,0,9,0, 12, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,3,  6, 5,-1.6094379124341,MARICOPA            
AZ,3,1,1,3, 28, 5,0.53062825106217,MARICOPA            
AZ,3,1,1,3, 28, 3,0.470003629245736,MARICOPA            
AZ,3,1,1,3, 30, 3,0.182321556793955,MARICOPA            
AZ,3,1,1,2, 32, 4,-0.105360515657826,MARICOPA            
AZ,3,2,1,3, 49, 2,-0.223143551314210,MARICOPA            
AZ,3,1,1,3, 70, 4,-0.693147180559945,MARICOPA            
AZ,3,0,9,0, 72, 2,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 75, 2,-0.356674943938732,MARICOPA            
AZ,3,2,1,2, 84, 4,-0.916290731874155,MARICOPA            
AZ,3,1,1,3,121, 1,-1.20397280432594,MARICOPA            
AZ,3,1,1,1,109, 5,-2.99573227355399,MARICOPA            
AZ,3,1,1,3,  5, 4,-2.30258509299405,MARICOPA            
AZ,3,1,1,3, 40, 2,0.262364264467491,MARICOPA            
AZ,3,1,1,1, 50, 4,1.56861591791385,MARICOPA            
AZ,3,1,1,1, 52, 3,-0.223143551314210,MARICOPA            
AZ,3,2,2,3, 59, 3,2.79728133483015,MARICOPA            
AZ,3,1,1,1, 74, 2,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 75, 5,-0.356674943938732,MARICOPA            
AZ,3,1,1,3,104, 1,-0.916290731874155,MARICOPA            
AZ,3,1,1,1,106, 3,0.741937344729377,MARICOPA            
AZ,3,1,1,3,101, 1,-1.6094379124341,MARICOPA            
AZ,3,1,1,5,112, 1,-0.105360515657826,MARICOPA            
AZ,3,1,1,3,111, 5,-2.99573227355399,MARICOPA            
AZ,3,1,1,2,  9, 5,-0.693147180559945,MARICOPA            
AZ,3,1,1,2, 11, 1,-0.510825623765991,MARICOPA            
AZ,3,1,1,1, 21, 1,0.693147180559945,MARICOPA            
AZ,3,1,1,3, 42, 5,1.02961941718116,MARICOPA            
AZ,3,1,1,3, 51, 5,0,MARICOPA            
AZ,3,1,1,3, 52, 5,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 63, 5,-0.223143551314210,MARICOPA            
AZ,3,5,1,2, 69, 1,0,MARICOPA            
AZ,3,1,1,3, 98, 4,1.02961941718116,MARICOPA            
AZ,3,1,1,2,  8, 3,0.336472236621213,MARICOPA            
AZ,3,1,1,7, 31, 2,1.33500106673234,MARICOPA            
AZ,3,1,1,3, 36, 1,1.38629436111989,MARICOPA            
AZ,3,1,1,1, 34, 1,0.916290731874155,MARICOPA            
AZ,3,1,1,2, 47, 5,0.262364264467491,MARICOPA            
AZ,3,1,1,3, 49, 2,1.58923520511658,MARICOPA            
AZ,3,1,1,0, 53, 5,0.832909122935104,MARICOPA            
AZ,3,1,1,0, 59, 1,0.095310179804325,MARICOPA            
AZ,3,1,1,2, 60, 4,0.916290731874155,MARICOPA            
AZ,3,1,1,3, 81, 1,0.587786664902119,MARICOPA            
AZ,3,1,1,2, 14, 2,-2.99573227355399,MARICOPA            
AZ,3,0,9,0, 77, 1,-0.510825623765991,MARICOPA            
AZ,3,1,1,1,  6, 1,-0.356674943938732,MARICOPA            
AZ,3,1,1,1, 14, 3,-0.693147180559945,MARICOPA            
AZ,3,1,1,3, 32, 2,0.78845736036427,MARICOPA            
AZ,3,1,1,3, 45, 5,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 50, 2,0.095310179804325,MARICOPA            
AZ,3,1,1,2, 60, 3,0.587786664902119,MARICOPA            
AZ,3,1,1,3, 82, 1,0,MARICOPA            
AZ,3,1,1,3,118, 4,-1.6094379124341,MARICOPA            
AZ,3,0,9,0, 36, 3,2.02814824729229,MARICOPA            
AZ,3,1,1,3, 31, 3,0.741937344729377,MARICOPA            
AZ,3,1,1,1, 37, 1,0.262364264467491,MARICOPA            
AZ,3,1,1,2, 48, 1,1.41098697371026,MARICOPA            
AZ,3,1,1,3, 48, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,3, 62, 2,-0.105360515657826,MARICOPA            
AZ,3,1,1,2, 64, 2,-0.105360515657826,MARICOPA            
AZ,3,1,1,1,101, 3,-1.20397280432594,MARICOPA            
AZ,3,0,9,0,118, 2,-1.20397280432594,MARICOPA            
AZ,3,0,1,3,  9, 2,0.693147180559945,MARICOPA            
AZ,3,1,0,7, 12, 2,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 49, 5,0.182321556793955,MARICOPA            
AZ,3,1,1,7, 59, 5,1.09861228866811,MARICOPA            
AZ,3,1,1,3, 70, 5,0.095310179804325,MARICOPA            
AZ,3,1,1,3, 71, 4,2.07944154167984,MARICOPA            
AZ,3,1,1,3, 77, 5,0.262364264467491,MARICOPA            
AZ,3,1,1,2,104, 5,-0.223143551314210,MARICOPA            
AZ,3,1,1,1,124, 1,-2.30258509299405,MARICOPA            
AZ,3,1,1,1, 24, 3,0.095310179804325,MARICOPA            
AZ,3,1,1,3, 24, 4,1.45861502269952,MARICOPA            
AZ,3,1,1,2, 26, 3,1.25276296849537,MARICOPA            
AZ,3,1,1,1, 30, 1,0.693147180559945,MARICOPA            
AZ,3,1,1,2, 32, 1,1.22377543162212,MARICOPA            
AZ,3,1,1,2, 42, 4,-0.693147180559945,MARICOPA            
AZ,3,1,1,5, 51, 3,1.30833281965018,MARICOPA            
AZ,3,1,1,2, 52, 2,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 54, 4,0.405465108108164,MARICOPA            
AZ,3,1,1,3, 58, 4,0.587786664902119,MARICOPA            
AZ,3,1,1,2, 63, 4,0.095310179804325,MARICOPA            
AZ,3,1,1,1, 80, 3,0.405465108108164,MARICOPA            
AZ,3,1,1,7, 73, 5,0.336472236621213,MARICOPA            
AZ,3,1,1,3,  5, 4,0,MARICOPA            
AZ,3,0,9,0,  9, 5,-0.105360515657826,MARICOPA            
AZ,3,0,9,0,  7, 4,-0.916290731874155,MARICOPA            
AZ,3,1,1,1, 21, 4,3.92789635458444,MARICOPA            
AZ,3,5,1,3, 24, 4,0.693147180559945,MARICOPA            
AZ,3,1,1,3, 56, 3,0.78845736036427,MARICOPA            
AZ,3,1,1,1, 42, 5,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 58, 2,1.22377543162212,MARICOPA            
AZ,3,1,1,1, 68, 4,0.470003629245736,MARICOPA            
AZ,3,1,1,3, 87, 3,-1.20397280432594,MARICOPA            
AZ,3,1,1,1,122, 1,-2.30258509299405,MARICOPA            
AZ,3,2,2,1,112, 1,-2.30258509299405,MARICOPA            
AZ,3,1,1,3,116, 3,-0.916290731874155,MARICOPA            
AZ,3,1,1,2, 24, 1,1.06471073699243,MARICOPA            
AZ,3,1,1,1, 43, 2,-0.510825623765991,MARICOPA            
AZ,3,1,1,3, 55, 3,-0.223143551314210,MARICOPA            
AZ,3,1,1,1, 56, 4,0.53062825106217,MARICOPA            
AZ,3,1,1,1, 39, 5,-0.356674943938732,MARICOPA            
AZ,3,1,1,3, 44, 5,1.3609765531356,MARICOPA            
AZ,3,2,2,2, 48, 5,0,MARICOPA            
AZ,3,1,1,3, 57, 5,0.095310179804325,MARICOPA            
AZ,3,1,1,2, 60, 3,0.832909122935104,MARICOPA            
AZ,3,1,1,1, 67, 1,-0.105360515657826,MARICOPA            
AZ,3,1,1,1, 72, 1,0,MARICOPA            
