id,defect_score
WEP93714414A_14-WDV-ITISA75-2_283_3,0.36351075911485875
WEP93734011A_15-APG_ITIS_H52_1_523_4,0.14076613491941134
WEP93630953A_24-O2W-ITISA57-2_82_2,0.7484047382534464
WEP93617044A_20-1GW-ITISA44-1_160_2,0.7377431055828044
WEP936233H4A_21-A7W-ITISA75-1_115_4,0.5810279773066622
WEP93740111A_16-Z3W-ITISA47-1_25_1,0.6702598043974698
WEL93419395A_09-5CW-ITISA13-1_15_2,0.4280522180071909
WEL93723955A_09-5CW-ITISA53-2_278_4,0.8036380253593218
WEL93728915A_09-6BW-ITISA54-2_249_4,0.6664009301554851
WEP93714313A_12-TVW-ITISA43-1_4_3,0.8453455053673423
WEP93945952A_58-APG_ITIS_H52_1_349_3,0.15639738839715245
WEL936218K5A_38-3GW-ITISA52-1_346_1,0.7948033772446598
WEL93611415A_01-APG_ITIS_H09_1_130_4,0.3100290607603316
WEL93345415A_14-APG_ITIS_H09_2_37_3,0.1680746641988402
WEL93514258A_48-1FW-ITISA13-1_52_2,0.27976429007169673
WEL93524816A_03-3BW-ITISA53-2_224_1,0.6509933100331158
WEP93714414A_43-WDV-ITISA35-2_110_1,0.6822053152284863
WEP93724114A_06-5CW-ITISA50-2_87_3,0.5590912535748375
WEP93714353A_06-TVW-ITISA43-2_878_2,0.8042383529817746
WEP93617352A_40-1GW-ITISA49-2_327_1,0.6797529788605291
WEP93723052A_41-5CW-ITISA50-2_382_2,0.7576505005538535
WEP93714414A_46-WDV-ITISA35-2_227_3,0.5325149458146394
WEP937068D4A_19-5CW-ITISA51-1_123_1,0.8140846114846598
WEL93513318A_04-1GW-ITISA52-2_279_1,0.7207497058759399
WEP93914414A_26-APG_ITIS_H111_2_31_4,0.47902619417266395
WEP938028R2A_23-W1A-ITISA73-1_346_3,0.1746057785839941
WEP93719144A_04-ZEW-ITISA73-1_370_4,0.22103680554386362
WEP93705970A_21-210-ITISA75-1_5_4,0.9090851088625774
WEL930041D5A_04-WV3-ITISA09-1_187_1,0.3376823634126481
WEP93724112A_01-5CW-ITISA50-2_215_1,0.8519998413181499
WEP93800594A_01-A7W-ITISA45-1_643_1,0.7711734787193596
WEP937285C2A_02-W7X-ITISA73-2_9_4,0.7197848465436324
WEP93509812A_22-APG_ITIS_H50_2_180_4,0.6110999126000008
WEL932236E5A_54-APG_ITIS_H166_2_60_4,0.34525620724031336
WEP93802091A_14-APG_ITIS_H72_1_323_2,0.04469131258715467
WEP93705970A_16-210-ITISA75-1_90_4,0.9308659257654103
WEP93420794A_36-APG_ITIS_H20_1_36_4,0.3611198062594483
WEP93630953A_21-O2W-ITISA56-2_270_1,0.6901889041229645
WEL93110026A_03-APG_ITIS_H13_2_275_2,0.5826880188506006
WEP93714414A_07-WDV-ITISA43-1_181_1,0.8273870503153163
WEP93714312A_15-TVW-ITISA35-1_140_2,0.4773483256341812
WEP93730551A_05-5BW-ITISA45-2_120_4,0.7638817583984131
WEP93540014A_51-APG_ITIS_H50_2_69_4,0.037809292063427105
WEP93724594A_03-5CW-ITISA73-1_690_3,0.16395345025308644
WEP931266D3A_38-APG_ITIS_H44_2_99_3,0.7883589931778232
WEP93609595A_13-A7W-ITISA75-1_173_4,0.5541581824729079
WEL93821755A_29-5CW-ITISA51-1_242_1,0.8747585216688314
WEP937285D3A_05-W7X-ITISA73-2_78_4,0.721769833235644
WEE93800531A_01-W1A-ITISA44-1_304_3,0.4446677440219361
WEP93714111A_01-TXW-ITISA45-2_400_1,0.7246515893221827
WEP93630953A_11-O2W-ITISA57-1_204_4,0.7005536471031472
WEP93720813A_05-WT6-ITISA43-1_375_4,0.786624703637679
WEP936170A3A_11-1GW-ITISA44-1_348_1,0.7210204563407149
WEP93729693A_01-5BW-ITISA47-1_313_3,0.6832268080525816
WEL927267D5A_21-WCM-ITISA53-2_337_3,0.8240449882269423
WEP932015C4A_03-Z2W-ITISA46-1_142_4,0.6886919214015188
WEL934256M5A_10-APG_ITIS_H09_2_201_3,0.2406681488202744
WEL93805811A_16-WB3-ITISA51-1_215_3,0.6354591314094029
WEP93707891A_26-APG_ITIS_H50_2_26_2,0.48526699691805253
WEP937118E1A_01-3BW-ITISA49-1_296_1,0.7340451191572885
WEP93714353A_10-TVW-ITISA43-1_347_4,0.7686191543155303
WEP93712283A_02-APG_ITIS_H46_1_1167_2,0.5974885488056253
WEP93809010A_04-VMW-ITISA73-1_237_4,0.22896677374823898
WEP93714351A_02-TVW-ITISA75-1_915_3,0.5203029076959467
WEP93836214A_19-APG_ITIS_H72_2_10_4,0.058047886274974994
WEL927267D5A_08-WCM-ITISA52-2_264_3,0.7525963496580566
WEP93714311A_06-TVW-ITISA35-1_188_4,0.3157622769974567
WEL93307615A_10-APG_ITIS_H13_1_294_1,0.7931455966134239
WEL936218K5A_51-3GW-ITISA54-2_95_4,0.8142785240516063
WEL93514258A_07-1FW-ITISA13-1_338_4,0.21872051644743967
WEL93514258A_04-1FW-ITISA13-2_374_3,0.16740885046744394
WEL93523912A_49-WSC-ITISA13-2_204_3,0.765896814476287
WEP938034A5A_01-7CW-ITISA45-2_159_1,0.760859816836221
WEP938032B2A_42-A1W-ITISA47-2_266_4,0.6216788276262345
WEP937059A1A_15-210-ITISA57-1_104_1,0.9103508951623751
WEL936414D5A_09-W1P-ITISA53-1_4_2,0.7646415404278841
WEP93709795A_02-5CW-ITISA44-2_119_4,0.7923575015166439
WEL93602114A_01-CFW-ITISA13-2_117_3,0.7434240337827871
WEL935023L5A_21-APG_ITIS_H50_1_56_1,0.5944911316419902
WEE939001J0A_07-1FW-ITISA45-2_24_1,0.7192139539018534
WEP93705831A_06-110-ITISA57-2_372_1,0.6443044689921963
WEP93221052A_14-APG_ITIS_H75_1_344_3,0.13607245979589297
WEP93729694A_18-5BW-ITISA47-1_237_2,0.7850460138941016
WEP935275H4A_12-APG_ITIS_H35_2_240_4,0.07342450730893847
WEP93724851A_16-5CW-ITISA43-1_120_3,0.4504940235360559
WEP93729892A_18-5BW-ITISA47-1_83_4,0.7268229469808922
WEL936218K5A_60-3GW-ITISA54-2_112_2,0.8493724396855854
WEP93618452A_41-APG_ITIS_H49_1_279_2,0.23814052126592364
WEL93601715A_03-LWW-ITISA13-1_373_4,0.3155640974621507
WEP93714353A_14-TVW-ITISA75-1_1004_3,0.7551138432700448
WEE93600412A_01-RRW-ITISA57-2_126_4,0.5814880452209866
WEP93724112A_02-5CW-ITISA50-2_135_3,0.3602452346065998
WEP93713963A_04-APG_ITIS_H72_2_11_1,0.08025114723206461
WEL93523932A_38-WSC-ITISA51-1_74_3,0.8076820713054457
WEP93714352A_01-TVW-ITISA43-2_572_2,0.7437636140453051
WEP93705841A_10-110-ITISA57-1_4_2,0.642757651339109
WEL93524816A_29-3BW-ITISA52-1_101_4,0.7378582811576953
WEP93705970A_02-210-ITISA57-1_226_3,0.8485048927898893
WEP93724193A_06-5CW-ITISA46-1_363_2,0.6626516298691838
WEP93712192A_23-1BW-ITISA45-1_241_1,0.7889713560387875
WEP938028J2A_14-W1A-ITISA73-2_374_4,0.31699728148845374
WEP931428N5A_01-WR6-ITISA56-2_93_4,0.8251906177633509
WEL93721775A_36-Z1W-ITISA53-1_7_1,0.8143982807357579
WEP93617044A_16-1GW-ITISA44-2_137_1,0.8281449313393762
WEE93500113A_11-Y4W-ITISA44-1_180_4,0.6038113111095822
WEL93301616A_03-Z2W-ITISA13-2_46_3,0.3854103284259614
WEL927267D5A_12-WCM-ITISA53-1_354_1,0.7867412609223485
WEP93730292A_11-5BW-ITISA47-1_347_4,0.6962834335760277
WEP932014H4A_06-Z2W-ITISA20-1_231_3,0.3690005095413958
WEP938032B1A_11-A1W-ITISA47-1_76_3,0.7894059356909479
WEP93808111A_01-PFW-ITISA73-1_220_4,0.34898080541715487
WEP93714412A_41-WDV-ITISA51-1_70_4,0.8219018321190026
WEP93641014A_07-W7P-ITISA57-2_104_3,0.40042231708041187
WEE93900140A_03-1FW-ITISA20-1_119_2,0.284678340521002
WEL936218K5A_60-3GW-ITISA54-1_261_1,0.8409444078392351
WEL93301616A_02-Z2W-ITISA09-1_335_2,0.2539436620350102
WEP93723052A_76-5CW-ITISA50-1_45_4,0.787750574355872
WEP937285C1A_12-W7X-ITISA73-1_4_1,0.23271464158638872
WEP93329354A_04-APG_ITIS_H57_2_994_1,0.5901715819111543
WEE939001J0A_01-1FW-ITISA20-1_136_4,0.3110929082584037
WEP937297R3A_20-W1A-ITISA73-1_335_1,0.24940675823451644
WEP937226B6A_06-L4W-ITISA20-1_271_1,0.3437138330433469
WEP93808131A_13-PFW-ITISA73-1_97_3,0.17701739044814946
WEL930041D5A_09-WV3-ITISA09-1_312_4,0.19071691096477797
WEL93523912A_47-WSC-ITISA13-2_58_1,0.6993551516519989
WEL936218K5A_39-3GW-ITISA54-2_346_4,0.8313286492478653
WEP93724811A_46-5CW-ITISA43-1_29_2,0.8231756278312071
WEP93714351A_14-TVW-ITISA43-1_835_2,0.8597743191124272
WEP93724114A_01-5CW-ITISA51-1_87_2,0.5896745213997232
WEP93803751A_16-A1W-ITISA47-1_119_2,0.7273163800947094
WEP93734214A_03-W1G-ITISA47-1_319_4,0.7406339244965626
WEP936170A3A_11-1GW-ITISA44-1_194_1,0.7903945462460206
WEP93708112A_27-RRW-ITISA57-1_55_1,0.6139035590332225
WEL93519935A_06-APG_ITIS_H166_2_277_4,0.1985995317555151
WEL93407711A_01-JVW-ITISA13-2_304_4,0.75616807427064
WEP93740111A_52-Z3W-ITISA47-2_253_3,0.56387537749967
WEP937068H3A_21-5CW-ITISA45-2_228_4,0.8074385366475074
WEP93734594A_06-W1P-ITISA45-1_140_3,0.6858084083242237
WEP93724593A_12-5CW-ITISA73-2_234_2,0.46509089721086244
WEP93714352A_08-TVW-ITISA75-2_206_3,0.565706920887413
WEL93628345A_07-SAW-ITISA50-2_153_4,0.6378854146058327
WEP935286H5A_10-APG_ITIS_H54_1_62_3,0.4615946734905708
WEL927267D5A_19-WCM-ITISA53-1_292_4,0.792467803680354
WEE93900180A_14-1FW-ITISA20-1_229_1,0.2993016907632062
WEP93730524A_04-5BW-ITISA73-1_319_1,0.22585888902261045
WEP938013G4A_03-APG_ITIS_H09_2_1223_2,0.24642365126185836
WEP93622711A_44-LJW-ITISA56-2_334_4,0.7128201730554978
WEP93723052A_21-5CW-ITISA51-2_326_2,0.6650767977348484
WEL93514258A_07-1FW-ITISA13-1_305_4,0.1504382113941616
WEP93729814A_36-5BW-ITISA50-2_190_4,0.6565116976996567
WEP93136094A_15-APG_ITIS_H111_2_349_3,0.2535677708657977
WEP93724112A_41-5CW-ITISA50-2_233_2,0.5393856292927243
WEP93708112A_33-RRW-ITISA57-1_251_1,0.6889281702712984
WEP93725824A_06-W1A-ITISA45-1_11_4,0.7925584298364902
WEP93714315A_01-TVW-ITISA43-2_998_2,0.7864750156264374
WEL93524816A_20-3BW-ITISA53-1_100_4,0.7550332240535338
WEP93719144A_07-ZEW-ITISA73-2_382_4,0.3449382913409873
WEP93714351A_05-TVW-ITISA43-1_1082_1,0.8304357099899039
WEP93706813A_21-5CW-ITISA49-1_228_4,0.8357806886552762
WEP93724851A_21-5CW-ITISA43-1_115_4,0.638294061193511
WEL936218K5A_37-3GW-ITISA54-1_3_3,0.760406463878846
WEP93734215A_01-W1G-ITISA47-1_229_4,0.6457376029590729
WEP93714351A_06-TVW-ITISA43-1_1214_1,0.8554752929882047
WEP93714353A_03-TVW-ITISA35-2_646_1,0.6126951619413523
WEL93723955A_20-5CW-ITISA54-1_320_4,0.7971415906007936
WEP93714414A_21-WDV-ITISA75-2_30_1,0.4645534681049787
WEP93731391A_11-5BW-ITISA45-2_116_3,0.5767980342187627
WEP93714351A_04-TVW-ITISA43-2_821_2,0.8177645502502285
WEP93724194A_20-5CW-ITISA47-2_349_1,0.7351442785920019
WEP93714311A_16-TVW-ITISA43-1_948_4,0.7037785320836896
WEP93800593A_01-A7W-ITISA45-2_230_4,0.7934053083444923
WEL93728915A_04-6BW-ITISA54-1_331_1,0.8333399880576794
WEL93407711A_04-JVW-ITISA13-1_104_2,0.4831376173632736
WEL927267D5A_20-WCM-ITISA53-2_158_4,0.807226576562869
WEP937069M1A_05-3GW-ITISA44-2_752_1,0.7170898165710773
WEP93714414A_15-WDV-ITISA75-1_126_3,0.539363395939421
WEE93600414A_01-RRW-ITISA56-2_83_4,0.6229006014916034
WEL93514258A_37-1FW-ITISA13-1_52_1,0.5
WEP937297M4A_21-W1A-ITISA50-2_212_1,0.7966192819518355
WEP93714412A_08-WDV-ITISA50-1_129_4,0.7735941928106681
WEL93738895A_03-W2G-ITISA54-2_13_3,0.8382115706237785
WEL93723955A_26-5CW-ITISA54-2_226_2,0.840584644833004
WEP93714312A_11-TVW-ITISA75-2_219_3,0.30795315684731583
WEE939001H0A_01-1FW-ITISA20-2_296_4,0.42397484362607535
WEP934069D3A_01-APG_ITIS_H74_1_50_1,0.8503409096782397
WEL93738895A_02-W2G-ITISA54-2_235_4,0.8588927281253652
WEL927267D5A_20-WCM-ITISA53-2_259_4,0.7988985543035159
WEP93916623A_05-APG_ITIS_H115_1_144_2,0.24650749578344763
WEP937304Q3A_17-7CW-ITISA45-1_152_2,0.6103111261636909
WEP93622711A_04-LJW-ITISA56-2_61_1,0.7438633079076581
WEP93726294A_51-6CW-ITISA46-2_209_4,0.8378510007017663
WEA938001D4A_21-5CW-ITISA49-1_321_1,0.5896515204761563
WEP93617075A_01-1GW-ITISA56-2_146_4,0.7075360485300194
WEP93643893A_46-APG_ITIS_H46_2_50_3,0.7502943322304556
WEE939001E0A_14-1FW-ITISA20-1_276_1,0.2831386825247378
WEP93714254A_04-WDV-ITISA75-2_192_4,0.6986604495863832
WEP93723994A_05-5CW-ITISA45-2_324_2,0.38741241816353067
WEP93714311A_07-TVW-ITISA75-2_470_1,0.5295751481893052
WEP93617352A_36-1GW-ITISA49-2_339_4,0.6986129570824953
WEL93850095A_03-APG_ITIS_H09_1_55_4,0.31233634206859506
WEL93513318A_05-1GW-ITISA52-1_243_2,0.7328181131735119
WEL93805811A_11-WB3-ITISA51-2_282_2,0.5613672426546045
WEP93723994A_01-5CW-ITISA45-1_76_3,0.26928410964942373
WEP937132H4A_14-JYW-ITISA47-1_229_3,0.6798990083812193
WEL927267D5A_27-WCM-ITISA52-2_56_3,0.5742244689695515
WEP93725822A_06-W1A-ITISA20-1_232_3,0.3504367218156873
WEP93708112A_41-RRW-ITISA57-1_289_4,0.7787593040063767
WEP93714254A_01-WDV-ITISA75-1_1252_4,0.48257829455920626
WEP937064T2A_08-3BW-ITISA44-1_453_1,0.6712315593977803
WEL93738895A_05-W2G-ITISA54-1_244_4,0.8028197001047426
WEP93226453A_07-APG_ITIS_H74_2_465_3,0.5982815238529497
WEP93106914A_10-APG_ITIS_H115_2_121_1,0.21961304075551283
WEP936233H4A_29-A7W-ITISA35-2_328_2,0.2985964229193851
WEP93301613A_29-APG_ITIS_H44_2_176_2,0.25026829232529296
WEP937059A1A_17-210-ITISA57-1_149_2,0.8347589359489528
WEP931428Q5A_07-WR6-ITISA44-2_48_4,0.6651759071706013
WEL936218K5A_22-3GW-ITISA53-1_226_4,0.8179087167134064
WEP93712152A_11-1BW-ITISA46-1_289_1,0.34116437684114714
WEP93705970A_04-210-ITISA35-2_254_3,0.4733537665401045
WEL93728915A_10-6BW-ITISA54-1_108_1,0.5689784720524914
WEL93514258A_29-1FW-ITISA13-1_347_4,0.2803993462907865
WEP93730464A_16-7CW-ITISA47-1_120_4,0.7769095793393714
WEP93714312A_04-TVW-ITISA75-1_121_2,0.6299197448613281
WEE939001H0A_06-1FW-ITISA20-2_172_4,0.3971951430919837
WEP937285D4A_01-W7X-ITISA73-1_171_3,0.17488185906506334
WEP93803753A_52-A1W-ITISA45-2_372_4,0.8107211609347299
WEL93723955A_26-5CW-ITISA54-1_374_1,0.803059529195542
WEL93524816A_40-3BW-ITISA52-1_125_3,0.39751419072608446
WEP932014H4A_01-Z2W-ITISA45-1_189_2,0.6460624278000008
WEP937078H1A_26-5CW-ITISA51-1_345_4,0.7791385299378651
WEP93714312A_10-TVW-ITISA75-2_701_1,0.5
WEP93855011A_01-APG_ITIS_H46_1_76_4,0.6813412723615622
WEL93528615A_04-A7W-ITISA13-1_306_4,0.4458944365363986
WEP93434811A_07-APG_ITIS_H57_2_290_3,0.3450173097947996
WEP936186H2A_41-APG_ITIS_H50_1_104_2,0.7743831339000685
WEP936233H4A_29-A7W-ITISA35-2_294_3,0.29595501005459407
WEP936170A3A_21-1GW-ITISA44-2_175_1,0.6379613543190635
WEL93821755A_26-5CW-ITISA51-1_321_4,0.7971747383533232
WEP93803752A_46-A1W-ITISA45-2_130_4,0.8283828477503646
WEP93714354A_02-TVW-ITISA51-1_763_2,0.7889552460834214
WEL93721775A_37-Z1W-ITISA53-1_15_4,0.8260868511921772
WEP93713961A_07-APG_ITIS_H72_1_88_3,0.056565307630724274
WEL93514258A_24-1FW-ITISA13-2_341_3,0.10374130326544022
WEP93809010A_11-VMW-ITISA73-1_63_3,0.17993494377337063
WEP936170A3A_12-1GW-ITISA44-1_94_4,0.7192037884932302
WEP93705970A_06-210-ITISA57-1_241_1,0.8471107462036055
WEP93730994A_06-5BW-ITISA45-2_381_1,0.6076233247594651
WEL92208756A_03-U3W-ITISA09-1_302_3,0.23780604523034268
WEP93623693A_47-APG_ITIS_H45_2_197_3,0.6642186724267026
WEL93407711A_03-JVW-ITISA13-1_363_1,0.7412368478445859
WEL93514258A_34-1FW-ITISA13-2_280_2,0.08893302746306571
WEL93728915A_13-6BW-ITISA54-1_215_2,0.7777555555994402
WEL927267D5A_19-WCM-ITISA53-1_296_2,0.699007909347282
WEP93714412A_22-WDV-ITISA51-1_241_1,0.785856138778606
WEL927267D5A_11-WCM-ITISA52-2_69_3,0.6540727996781749
WEP937023H4A_11-A4W-ITISA47-1_65_2,0.6463876230783588
WEP93714315A_01-TVW-ITISA43-2_847_2,0.7760860115270124
WEP937245C3A_08-5CW-ITISA47-1_1209_4,0.7889957731858676
WEL927267D5A_27-WCM-ITISA52-2_288_3,0.750915903120705
WEL936218K5A_37-3GW-ITISA54-2_370_2,0.7715416455719826
WEP93714351A_06-TVW-ITISA43-2_1102_3,0.8079015295923414
WEP93807911A_30-WV2-ITISA73-2_17_3,0.3088754483687405
WEP93729694A_18-5BW-ITISA47-1_157_1,0.7453445717188399
WEE939001G0A_06-1FW-ITISA20-2_359_1,0.5441528948817456
WEA93800193A_51-5CW-ITISA49-1_47_3,0.5279785290456549
WEP93707311A_46-WH6-ITISA44-1_319_3,0.6923276462077973
WEL93524816A_08-3BW-ITISA52-2_268_3,0.757571113050727
WEP93714313A_11-TVW-ITISA43-2_871_2,0.8110541507224874
WEL927267D5A_20-WCM-ITISA53-2_120_4,0.7936251776500489
WEP931067D4A_07-APG_ITIS_H112_2_123_3,0.1747816535446663
WEL936218K5A_35-3GW-ITISA54-1_249_3,0.7653716212125289
WEP93705831A_09-110-ITISA57-2_356_3,0.5345715459757123
WEP932014H4A_13-Z2W-ITISA44-1_291_1,0.7855600357923583
WEL93728915A_10-6BW-ITISA54-1_371_4,0.7752835266968425
WEP93726291A_36-6CW-ITISA45-1_268_2,0.7037346204512205
WEP937023H2A_01-A4W-ITISA46-1_190_2,0.5478489701579636
WEP93714352A_01-TVW-ITISA43-1_547_1,0.8211269663688183
WEL93528615A_05-A7W-ITISA13-1_51_1,0.6380829602498479
WEL927267D5A_21-WCM-ITISA53-2_311_2,0.7179295368616448
WEP93622711A_04-LJW-ITISA56-2_357_4,0.7814372472848571
WEP93711913A_56-APG_ITIS_H51_2_268_1,0.6790169523809355
WEL93524816A_11-3BW-ITISA52-2_51_2,0.5911919888707327
WEP93711873A_06-3BW-ITISA44-1_125_2,0.5162822684121527
WEL93831155A_57-APG_ITIS_H13_1_36_1,0.6844333280160618
WEP93617352A_71-1GW-ITISA50-1_32_1,0.7782636293926597
WEP934289M2A_68-APG_ITIS_H52_1_348_3,0.2682148549459622
WEL93224115A_31-APG_ITIS_H13_1_124_3,0.13317675281465594
WEP937059A1A_05-210-ITISA57-2_171_3,0.7968638141780172
WEP93714353A_05-TVW-ITISA75-1_736_1,0.6284885682115308
WEP93519494A_33-APG_ITIS_H54_1_326_3,0.052562964741192285
WEP93726293A_14-6CW-ITISA46-1_218_2,0.6794257755441679
WEL93738895A_02-W2G-ITISA54-2_48_2,0.7971543355425206
WEL93852256A_07-APG_ITIS_H09_2_239_2,0.1541848489865243
WEE939001H0A_06-1FW-ITISA20-2_257_4,0.3818785803739976
WEL93723955A_11-5CW-ITISA53-2_23_1,0.8023436684151768
WEP937059A1A_26-210-ITISA57-1_288_2,0.8509039706132424
WEL93301616A_02-Z2W-ITISA09-1_228_1,0.2986156333732699
WEL93224115A_30-APG_ITIS_H13_2_215_2,0.19097561857487805
WEL93024795A_36-APG_ITIS_H166_2_321_4,0.1966287580186267
WEP936170A3A_18-1GW-ITISA44-2_42_4,0.7531166595830256
WEP937068D4A_31-5CW-ITISA51-1_23_1,0.8050319842168957
WEP93808010A_21-PBW-ITISA73-2_344_4,0.7516465948348584
WEP935326D3A_58-APG_ITIS_H09_1_287_4,0.09760474132545964
WEL93514258A_04-1FW-ITISA13-2_317_3,0.19715226000470107
WEP93714213A_13-WDV-ITISA75-1_66_3,0.699650705337332
WEP937132H1A_11-JYW-ITISA45-1_276_2,0.625773456554186
WEL92208756A_03-U3W-ITISA09-1_347_2,0.29290432642909253
WEP93808010A_21-PBW-ITISA73-2_98_4,0.8135674761048096
WEL93821755A_10-5CW-ITISA49-2_259_2,0.42186531100650054
WEP93714412A_49-WDV-ITISA50-1_286_4,0.8379587647610698
WEP93714315A_01-TVW-ITISA43-2_67_3,0.7784148160050361
WEP93617353A_41-1GW-ITISA51-2_320_1,0.7192393643915211
WEP93714313A_08-TVW-ITISA35-1_269_1,0.6899434380143024
WEL93728915A_16-6BW-ITISA54-2_275_3,0.8200728672199176
WEP93707311A_46-WH6-ITISA44-2_65_1,0.7095778321542342
WEP937068H3A_30-5CW-ITISA45-1_37_1,0.7770542720486159
WEL93405815A_01-WV3-ITISA13-1_210_2,0.14639415380912574
WEP93714351A_13-TVW-ITISA43-2_283_4,0.7244277610231643
WEL93805811A_07-WB3-ITISA51-1_385_3,0.3999810299959782
WEP938433D4A_11-APG_ITIS_H44_2_190_1,0.6856844043744342
WEL927267D5A_08-WCM-ITISA52-1_76_1,0.8747727832319465
WEP93730293A_08-5BW-ITISA45-2_155_3,0.5899206545258923
WEE93800511A_11-W1A-ITISA46-1_11_3,0.5459306758213064
WEP93618411A_11-APG_ITIS_H51_2_273_3,0.35308602480057283
WEL93514258A_12-1FW-ITISA13-1_209_2,0.30729018690711285
WEP93617072A_21-1GW-ITISA56-1_295_3,0.2332448589953467
WEL936414D5A_13-W1P-ITISA54-1_318_4,0.8416913038981224
WEP937405K4A_16-Z7W-ITISA47-2_112_2,0.7886191866154438
WEL93720711A_09-APG_ITIS_H52_1_20_2,0.31708042493234745
WEP93714351A_01-TVW-ITISA75-1_276_3,0.7185804072484586
WEP93630953A_21-O2W-ITISA56-1_182_4,0.6356974102558605
