Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
5668104,2682842,4271,293212,"Pennsylvania State University, USA",293377,"Beijing Institute of Technology, China",15577129,9228298,293212,293377,2013-11-15 02:08:56 UTC,2013-11-15 02:08:56 UTC,8.514,"",TRUE,5c79b9cacd380f8599a033bd3f98253e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/questions/new,FALSE,NA
5668115,2682850,4271,293351,"Birkbeck, University of London, UK",293355,"Nanjing University, China",15577146,9228325,293355,293351,2013-11-15 02:19:05 UTC,2013-11-15 02:19:05 UTC,5.5,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668116,2682850,4271,293271,"University of Nottingham, UK",293377,"Beijing Institute of Technology, China",15577148,9228327,293271,293377,2013-11-15 02:19:27 UTC,2013-11-15 02:19:27 UTC,7.101,"",FALSE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668117,2682850,4271,293340,"Medical University of South Carolina, USA",293404,"University of Macau, China",15577149,9228328,293340,293404,2013-11-15 02:19:31 UTC,2013-11-15 02:19:31 UTC,2.695,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668118,2682850,4271,293357,University of Science and Technology of China,293270,"Royal Holloway, University of London, UK",15577150,9228329,293270,293357,2013-11-15 02:19:42 UTC,2013-11-15 02:19:42 UTC,10.706,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668119,2682850,4271,293245,"Michigan State University, USA",293361,"Beijing University of Aeronautics and Astronautics, China",15577152,9228361,293245,293361,2013-11-15 02:21:18 UTC,2013-11-15 02:21:18 UTC,82.776,"",FALSE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668120,2682850,4271,293253,"University of Rochester, USA",293313,"Stony Brook University, USA",15577154,9228364,293253,293313,2013-11-15 02:22:37 UTC,2013-11-15 02:22:37 UTC,5.608,"",FALSE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668121,2682850,4271,293205,"Boston University, USA",293195,"Washington University in St Louis, USA",15577155,9228365,293205,293195,2013-11-15 02:22:41 UTC,2013-11-15 02:22:41 UTC,2.782,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668122,2682850,4271,293207,"University of Southern California, USA",293230,"Emory University, USA",15577158,9228369,293207,293230,2013-11-15 02:22:59 UTC,2013-11-15 02:22:59 UTC,2.111,"",FALSE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668123,2682850,4271,293354,"Zhejiang University, China",293377,"Beijing Institute of Technology, China",15577159,9228370,293354,293377,2013-11-15 02:23:02 UTC,2013-11-15 02:23:02 UTC,3.081,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668124,2682850,4271,293294,"University of Leeds, UK",293218,"Utrecht University, Netherlands",15577160,9228371,293218,293294,2013-11-15 02:23:06 UTC,2013-11-15 02:23:06 UTC,2.762,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668125,2682850,4271,293169,"Cornell University, USA",293403,"Lingnan University, Hong Kong",15577161,9228372,293403,293169,2013-11-15 02:23:08 UTC,2013-11-15 02:23:08 UTC,1.9,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/about,FALSE,NA
5668132,2682850,4271,293308,"Texas A&M University, USA",293191,"École Polytechnique Fédérale de Lausanne, Switzerland",15577162,9228373,293191,293308,2013-11-15 02:25:16 UTC,2013-11-15 02:25:16 UTC,11.901,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/results,FALSE,NA
5668133,2682850,4271,293231,"Durham University, UK",293225,"University of Bristol, UK",15577164,9228383,293231,293225,2013-11-15 02:25:19 UTC,2013-11-15 02:25:19 UTC,2.18,"",TRUE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/results,FALSE,NA
5668135,2682850,4271,293202,"Brown University, USA",293374,"East China Normal University, China",15577166,9228385,293374,293202,2013-11-15 02:25:30 UTC,2013-11-15 02:25:30 UTC,4.856,"",FALSE,f14497e2360750b58fe3d1b24a04b725,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",http://www.allourideas.org/worldcollege/results,FALSE,NA
5668140,2682886,4271,293347,"University of Victoria, Canada",293219,"Korea Advanced Institute of Science and Technology, Republic of Korea",15577168,9228394,293347,293219,2013-11-15 02:27:14 UTC,2013-11-15 02:27:14 UTC,3.75,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668141,2682888,4271,293206,"Kyoto University, Japan",293378,"Central University of Finance and Economics, China",15577170,9228397,293378,293206,2013-11-15 02:28:22 UTC,2013-11-15 02:28:22 UTC,32.066,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668142,2682888,4271,293167,"Johns Hopkins University, USA",293301,"Boston College, USA",15577171,9228398,293167,293301,2013-11-15 02:28:26 UTC,2013-11-15 02:28:26 UTC,3.421,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668143,2682888,4271,293379,"Shanghai University of Finance and Economics, China",293383,"University of International Business and Economics, China",15577172,9228399,293383,293379,2013-11-15 02:29:25 UTC,2013-11-15 02:29:25 UTC,58.207,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668144,2682888,4271,293281,"Université de Lausanne, Switzerland",293294,"University of Leeds, UK",15577173,9228400,293294,293281,2013-11-15 02:29:54 UTC,2013-11-15 02:29:54 UTC,28.638,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668145,2682888,4271,293379,"Shanghai University of Finance and Economics, China",293290,"University of Glasgow, UK",15577175,9228402,293290,293379,2013-11-15 02:29:55 UTC,2013-11-15 02:29:55 UTC,0.302,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668146,2682888,4271,293166,"University of Pennsylvania, USA",293376,"Dalian University of Technology, China",15577176,9228403,293376,293166,2013-11-15 02:29:57 UTC,2013-11-15 02:29:57 UTC,1.921,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668147,2682888,4271,293281,"Université de Lausanne, Switzerland",293356,"Shanghai Jiaotong University, China",15577177,9228404,293356,293281,2013-11-15 02:30:00 UTC,2013-11-15 02:30:00 UTC,2.898,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668148,2682886,4271,293170,"Northwestern University, USA",293187,"University of California, Santa Barbara, USA",15577179,9228406,293187,293170,2013-11-15 02:30:20 UTC,2013-11-15 02:30:20 UTC,12.315,"",FALSE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668149,2682889,4271,293250,"Humboldt-Universität zu Berlin, Germany",293320,"University of Iowa, USA",15577174,9228401,293320,293250,2013-11-15 02:30:24 UTC,2013-11-15 02:30:24 UTC,40.631,"",TRUE,aec5179ed300537f9e554c70346cd69f,worldcollege,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668150,2682888,4271,293220,"Purdue University, USA",293240,"University of Groningen, Netherlands",15577178,9228405,293220,293240,2013-11-15 02:30:26 UTC,2013-11-15 02:30:26 UTC,25.401,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668151,2682888,4271,293190,"London School of Economics and Political Science, UK",293356,"Shanghai Jiaotong University, China",15577182,9228409,293190,293356,2013-11-15 02:30:32 UTC,2013-11-15 02:30:32 UTC,5.184,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668152,2682888,4271,293197,"Peking University, China",293288,"Hebrew University of Jerusalem, Israel",15577183,9228410,293288,293197,2013-11-15 02:30:36 UTC,2013-11-15 02:30:36 UTC,3.151,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668153,2682888,4271,293190,"London School of Economics and Political Science, UK",293391,"China University of Political Science and Law, China",15577185,9228412,293391,293190,2013-11-15 02:30:41 UTC,2013-11-15 02:30:41 UTC,4.622,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668154,2682888,4271,293173,"Carnegie Mellon University, USA",293348,"University of Leicester, UK",15577187,9228414,293173,293348,2013-11-15 02:31:07 UTC,2013-11-15 02:31:07 UTC,3.978,"",FALSE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668155,2682888,4271,293182,"University of Wisconsin-Madison, USA",293165,"Columbia University, USA",15577188,9228415,293182,293165,2013-11-15 02:31:10 UTC,2013-11-15 02:31:10 UTC,2.593,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668156,2682888,4271,293277,"Dartmouth College, USA",293287,"University of Utah, USA",15577189,9228416,293287,293277,2013-11-15 02:31:13 UTC,2013-11-15 02:31:13 UTC,2.933,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668157,2682888,4271,293158,"University of Cambridge, UK",293244,"Ghent University, Belgium",15577190,9228417,293158,293244,2013-11-15 02:31:16 UTC,2013-11-15 02:31:16 UTC,2.013,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668158,2682886,4271,293356,"Shanghai Jiaotong University, China",293306,"University of California, Riverside, USA",15577184,9228411,293306,293356,2013-11-15 02:31:17 UTC,2013-11-15 02:31:17 UTC,39.386,"",FALSE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668159,2682886,4271,293220,"Purdue University, USA",293308,"Texas A&M University, USA",15577192,9228419,293308,293220,2013-11-15 02:31:17 UTC,2013-11-15 02:31:17 UTC,0.252,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668160,2682886,4271,293167,"Johns Hopkins University, USA",293390,"Chongqing University, China",15577193,9228420,293390,293167,2013-11-15 02:31:21 UTC,2013-11-15 02:31:21 UTC,3.364,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668161,2682886,4271,293165,"Columbia University, USA",293353,Renmin University of China,15577194,9228421,293165,293353,2013-11-15 02:31:29 UTC,2013-11-15 02:31:29 UTC,7.103,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668162,2682888,4271,293268,"Stockholm University, Sweden",293269,"University of Virginia, USA",15577191,9228418,293268,293269,2013-11-15 02:31:34 UTC,2013-11-15 02:31:34 UTC,17.039,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668163,2682886,4271,293184,"University of Illinois at Urbana Champaign, USA",293195,"Washington University in St Louis, USA",15577195,9228422,293184,293195,2013-11-15 02:31:34 UTC,2013-11-15 02:31:34 UTC,4.702,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668164,2682888,4271,293170,"Northwestern University, USA",293359,"Beijing Normal University, China",15577196,9228423,293170,293359,2013-11-15 02:31:38 UTC,2013-11-15 02:31:38 UTC,3.128,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668165,2682886,4271,293280,"Tokyo Institute of Technology, Japan",293304,"University of Exeter, UK",15577197,9228424,293280,293304,2013-11-15 02:31:38 UTC,2013-11-15 02:31:38 UTC,3.493,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668166,2682888,4271,293201,"Pohang University of Science and Technology, Republic of Korea",293203,"Tsinghua University, China",15577198,9228425,293201,293203,2013-11-15 02:31:39 UTC,2013-11-15 02:31:39 UTC,0.255,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668167,2682886,4271,293186,"The University of Hong Kong, Hong Kong",293318,"The University of Texas at Dallas, USA",15577199,9228426,293186,293318,2013-11-15 02:31:41 UTC,2013-11-15 02:31:41 UTC,2.606,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668168,2682888,4271,293198,"University of Minnesota, USA",293303,"University of Bern, Switzerland",15577200,9228427,293303,293198,2013-11-15 02:31:45 UTC,2013-11-15 02:31:45 UTC,5.47,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668169,2682886,4271,293177,"Georgia Institute of Technology, USA",293233,"Lund University, Sweden",15577201,9228428,293233,293177,2013-11-15 02:31:47 UTC,2013-11-15 02:31:47 UTC,4.818,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668170,2682888,4271,293351,"Birkbeck, University of London, UK",293375,"Shandong University, China",15577202,9228429,293351,293375,2013-11-15 02:31:50 UTC,2013-11-15 02:31:50 UTC,4.603,"",TRUE,1aa8ed73eb7b723928b59d651c4d908e,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668171,2682886,4271,293353,Renmin University of China,293272,"University of Alberta, Canada",15577203,9228430,293353,293272,2013-11-15 02:31:51 UTC,2013-11-15 02:31:51 UTC,3.901,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
5668172,2682886,4271,293241,"University of Zürich, Switzerland",293346,"Iowa State University, USA",15577205,9228432,293241,293346,2013-11-15 02:31:54 UTC,2013-11-15 02:31:54 UTC,2.54,"",TRUE,7961e7ec569eaf3b3d5b24741e481226,worldcollege,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.48 Safari/537.36",DIRECT_VISIT,FALSE,NA
